################################################################################
IN SEQ: 	 b'to make life safe in america , we must also address the growing threats we face from outside the country : we are going to defeat the barbarians of isis , and we are going to defeat them fast .'
GOLD SEQ: 	 b'but we must use ideological warfare as well .'
PRED SEQ:	 b'but we must use ideological warfare as well .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.193633, 0.26694822, 0.084210426, 0.0075726174, 0.041134715, 0.06730594, 4.59523e-05, 0.00083903165, 7.868744e-05]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'[ applause ] the e - mail ##s also reveal that hillary clinton believes in global governments , unlimited immigration unlimited , much more than obama .'
GOLD SEQ: 	 b'[ applause ] the e - mail ##s also reveal that hillary clinton believes in global governments , unlimited immigration unlimited , much more than obama .'
PRED SEQ:	 b'[ applause ] the e - mail ##s also reveal that hillary clinton believes in global governments , unlimited immigration unlimited , more than obama .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.00061718764, 0.010230939, 0.0011922529, 0.00014061198, 3.845141e-06, 3.2386388e-06, 3.4724847e-06, 4.516667e-06, 0.0033796178, 0.2777789, 2.752293e-05, 0.00021304165, 5.716155e-06, 0.026081435, 6.861313e-05, 0.012398683, 0.0034414527, 2.8259938e-05, 0.01913973, 0.002532366, 0.04004153, 8.279653e-06, 0.37486082, 0.0055620046, 0.0008718399, 0.0059536532, 2.9955233e-06]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"she understood that , to be truly united as a country , we can ' t simply turn to government or to politicians ."
GOLD SEQ: 	 b"she understood that , to be truly united as a country , we can ' t simply turn to government or to politicians ."
PRED SEQ:	 b"she stated that , to be truly united as a country , we can ' t simply turn to government or to politicians ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0005940254, 0.978009, 2.8750749e-06, 1.0616898e-06, 1.6896362e-06, 1.8916293e-06, 0.008562178, 2.6106927e-05, 1.0795594e-06, 1.294725e-06, 2.382497e-05, 9.417541e-07, 0.004391113, 7.908472e-06, 2.0262696e-06, 1.5985795e-06, 0.0012565954, 1.6271035e-05, 2.0350772e-06, 0.00010699585, 6.0800803e-06, 2.068113e-06, 0.00023117756, 1.2014261e-06]
GOLD TOK: 	 []
PRED TOK: 	 [['stated']]
################################################################################
IN SEQ: 	 b"but we can ' t give you the money ."
GOLD SEQ: 	 b"but we can ' t give you the money ."
PRED SEQ:	 b"we can ' t give you the money ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.87498164, 0.14703237, 0.00082533224, 2.1917678e-05, 5.908885e-05, 1.3403002e-05, 0.006688535, 4.8348316e-05, 0.0012247575, 0.00040216668]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'[ applause ] we will reject big ##ot ##ry and hatred , and oppression , in all of its ugly forms , and seek a new future built on our common culture and values as one american people .'
GOLD SEQ: 	 b'[ applause ] we will reject big ##ot ##ry and hatred , and oppression , in all of its ugly forms , and seek a new future built on our common culture and values as one american people .'
PRED SEQ:	 b'[ applause ] we will reject big ##ot ##ry and hatred , and oppression , in all of its forms , and seek a new future built on our common culture and values as one american people .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.001229081, 0.0037764793, 0.00081477105, 0.0005791564, 0.00033996647, 8.655873e-06, 1.1803764e-05, 9.291112e-06, 6.1617075e-06, 3.5725452e-06, 9.468122e-05, 1.0871282e-06, 2.2862832e-05, 0.00027892707, 1.4344425e-06, 2.2101508e-06, 4.767444e-06, 1.5805161e-06, 4.182406e-05, 0.96289575, 4.6185407e-05, 1.2021058e-06, 1.5897003e-05, 9.322862e-06, 1.6883589e-06, 5.8391215e-06, 2.6601388e-06, 3.1681507e-06, 1.0311077e-06, 9.834602e-05, 3.6678207e-06, 1.350354e-06, 9.4360604e-07, 1.6833892e-06, 2.0582513e-06, 3.24386e-05, 9.235003e-05, 1.4174565e-05, 1.4749265e-06]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'[ boo ##ing ] right here in this community , you have lost 1 in 7 manufacturing jobs since bill clinton put china into the world trade organization .'
GOLD SEQ: 	 b'[ boo ##ing ] right here in this community , you have lost 1 in 7 manufacturing jobs since bill clinton put china into the world trade organization .'
PRED SEQ:	 b'[ [ ] right here in this community , you have lost 1 in 7 manufacturing jobs since bill clinton put china into the world trade organization .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.08292244, 0.9486742, 0.9645613, 0.060571093, 0.00012764923, 4.3545348e-05, 4.5366805e-06, 2.305008e-05, 0.00038802245, 2.0754512e-06, 0.042877134, 1.2877679e-05, 0.00017406966, 6.157936e-06, 2.3509342e-06, 2.2454724e-05, 6.4897344e-05, 6.909881e-06, 2.7194093e-05, 1.2729278e-05, 3.554757e-06, 0.02289568, 0.0014235365, 0.0002579051, 6.0018115e-06, 4.9728915e-06, 4.841707e-06, 3.6017016e-06, 5.1098136e-06]
GOLD TOK: 	 []
PRED TOK: 	 [['[']]
################################################################################
IN SEQ: 	 b'this is what i promise to african - americans , hispanic - americans , and all americans .'
GOLD SEQ: 	 b'this is what i promise to african - americans , hispanic - americans , and all americans .'
PRED SEQ:	 b'this is what i saw to african - americans , hispanic - americans , and all americans .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.014100355, 0.027182773, 0.0032391085, 0.04713939, 0.12323871, 0.0003081183, 0.0012496087, 4.7070473e-05, 0.00016694526, 8.6281825e-06, 0.0014167528, 0.000111636684, 0.00028339447, 6.8269574e-06, 8.6047985e-05, 0.24474241, 0.0061613987, 2.2504566e-05]
GOLD TOK: 	 []
PRED TOK: 	 [['saw']]
################################################################################
IN SEQ: 	 b'i say it all the time .'
GOLD SEQ: 	 b'i say it all the time .'
PRED SEQ:	 b'i say it all the time .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.7010946, 0.12063412, 0.05312853, 0.059236556, 0.0017153592, 0.009735181, 0.023539454]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'you are voting to believe in your country .'
GOLD SEQ: 	 b'you are voting to believe in your country .'
PRED SEQ:	 b'you are voting to believe in your country .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.079471104, 0.119792745, 0.020779261, 8.5556894e-05, 0.017771099, 0.00019439934, 0.46443138, 0.117768474, 4.147383e-05]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"but there ' s something nice about that ."
GOLD SEQ: 	 b"but there ' s something nice about that ."
PRED SEQ:	 b"there ' s something nice about that ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.7725541, 0.0020920518, 0.0073634726, 0.018830225, 0.02522114, 0.108760186, 0.0012712217, 0.021399003, 0.0008883224]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"our campaign is about representing the great majority of americans republicans , democrats , independents , conservatives and liberals who read the newspaper , or turn on the tv , and don ' t hear anyone speaking for them ."
GOLD SEQ: 	 b"our campaign is about representing the great majority of americans republicans , democrats , independents , conservatives and liberals who read the newspaper , or turn on the tv , and don ' t hear anyone speaking for them ."
PRED SEQ:	 b"our campaign is about representing the great majority of americans republicans , democrats , independents , conservatives and liberals who read the newspaper , or turn on the tv , and don ' t hear anyone speaking for them ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.17296563, 0.00013306463, 0.0010684741, 0.007857584, 0.008159865, 3.852335e-05, 0.40134788, 0.004953729, 9.642071e-06, 0.036154345, 0.00053309137, 2.1017006e-06, 0.00037940734, 1.9451447e-06, 0.0052796956, 3.2034545e-06, 0.042520728, 4.4643886e-05, 0.107341215, 0.00025923242, 6.584932e-05, 8.19676e-06, 0.00021283882, 1.9956237e-06, 2.693835e-05, 4.8432306e-05, 1.0191036e-05, 1.2556564e-05, 0.000106086896, 1.8010302e-06, 0.00019733586, 0.0003766982, 1.248305e-05, 9.180731e-05, 1.5310918e-05, 0.00065066083, 0.00021617809, 0.00014859911, 0.00032347688, 4.8158595e-06]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'its emptied out michigan , its emptied out new england .'
GOLD SEQ: 	 b'its emptied out michigan , its emptied out new england .'
PRED SEQ:	 b'its emptied out michigan , its emptied out new england .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.07189004, 0.18858892, 0.003821963, 0.019430801, 2.856094e-05, 0.45557037, 0.2870276, 0.003351573, 0.0011634446, 0.0071358294, 3.879484e-05]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"[ applause ] while this is really a meeting and that ' s what it is , it ' s a meeting of very , very special people and i appreciate you all being here ."
GOLD SEQ: 	 b"[ applause ] while this is really a meeting and that ' s what it is , it ' s a meeting of very , very special people and i appreciate you all being here ."
PRED SEQ:	 b"[ applause ] while this is really a meeting and that ' s what it is , it ' s a meeting of very , very special people and i appreciate you all here ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.18904929, 0.113317594, 0.047865074, 0.0024765343, 0.0038494512, 0.0063313064, 0.30270073, 0.00096439134, 0.0076588257, 0.00024005369, 0.003482835, 0.00031832472, 0.0024773483, 0.0037684736, 0.002544633, 0.0056888326, 0.00029400032, 0.002307212, 0.00093899603, 0.00391981, 0.0005352604, 0.0012557851, 0.0004525263, 0.015477425, 0.00022654989, 0.0461872, 0.034231782, 0.0056536966, 0.0003807747, 0.013632283, 0.04250177, 0.21535994, 0.0915191, 0.0013899177, 0.04465169, 0.00013724703]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"that ' s just political - speak for a massive new tax on coal and shale production a tax on american consumers ."
GOLD SEQ: 	 b"that ' s just political - speak for a massive new tax on coal and shale production a tax on american consumers ."
PRED SEQ:	 b"that ' s just political - speak for a new tax on coal and shale production a tax on american consumers ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0162883, 0.0018979838, 0.007072934, 0.07294979, 0.032369975, 0.0610297, 0.07397157, 0.0020905253, 0.00060105487, 0.64792126, 0.00201019, 0.00027157064, 1.3304156e-05, 0.00019000363, 5.0242474e-05, 0.0005551444, 0.00021100193, 0.0004121951, 0.00046832743, 9.17639e-05, 0.010853577, 0.0021776522, 9.252915e-05]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'the disdain that hillary clinton expressed towards millions of decent americans di ##s ##qual ##ifies her from public service .'
GOLD SEQ: 	 b'the disdain that hillary clinton expressed towards millions of decent americans di ##s ##qual ##ifies her from public service .'
PRED SEQ:	 b'the disdain that hillary clinton expressed towards millions of americans di ##s ##qual ##ifies her from public service .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.00048300854, 0.008726452, 3.9676783e-05, 1.46118755e-05, 3.1752468e-06, 0.00018994276, 0.00010068778, 0.0005413226, 5.8828364e-06, 0.7289283, 0.00079612236, 0.08547631, 0.069433846, 0.022883879, 0.29089135, 0.00031610762, 8.965112e-05, 1.7460348e-05, 1.3308241e-05, 7.4829886e-06]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'no , it only appears 26 days before the election .'
GOLD SEQ: 	 b'no , it only appears 26 days before the election .'
PRED SEQ:	 b'no , it appears 26 days before the election .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [6.34291e-05, 2.076138e-06, 1.4561797e-05, 0.9984536, 0.00053850224, 1.75624e-05, 8.994719e-06, 2.2938837e-06, 1.4805667e-06, 4.135231e-05, 1.1876353e-06]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'[ applause ] and this is our chance to break free from the bitter failures of the past and to create a new american future .'
GOLD SEQ: 	 b'[ applause ] and this is our chance to break free from the bitter failures of the past and to create a new american future .'
PRED SEQ:	 b'[ applause ] and this is our chance to break free from the failures of the past and to create a new american future .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0022943616, 0.0010627714, 0.0018220673, 1.4995044e-05, 1.0412798e-05, 0.00031870065, 0.0026880812, 3.911935e-05, 2.6103694e-06, 1.1544428e-05, 1.8024108e-05, 6.0412854e-06, 0.0016418947, 0.9098375, 0.0033401547, 1.3356328e-05, 5.6640023e-05, 2.0107685e-05, 7.1641866e-06, 4.106517e-06, 4.65893e-06, 4.0125988e-06, 9.372774e-06, 0.00041749838, 6.609221e-06, 4.050918e-06]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"but i speak to border guards and they tell us what we ' re getting ."
GOLD SEQ: 	 b"but i speak to border guards and they tell us what we ' re getting ."
PRED SEQ:	 b"i speak to border guards and they tell us what we ' re getting ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.78559434, 0.08243462, 0.0049407384, 0.00010357353, 0.053121813, 0.005269198, 0.0012582229, 0.03195051, 0.005311911, 0.048476204, 0.00018751007, 0.006919739, 5.4837e-05, 0.00012349039, 0.002844082, 0.00026854355]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"i ' m going to fight for every worker who deserves a raise , and for every community whose jobs and dreams have been ripped out and shipped to other countries ."
GOLD SEQ: 	 b"i ' m going to fight for every worker who deserves a raise , and for every community whose jobs and dreams have been ripped out and shipped to other countries ."
PRED SEQ:	 b"i ' m going to fight for every worker who deserves a raise , and for every community whose jobs and dreams have been ripped out and shipped to other countries ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.044364467, 0.009987068, 0.0290319, 0.043972682, 0.0023496319, 0.22087939, 0.0016963296, 0.003863892, 0.05556489, 0.0050695376, 0.21815062, 4.2807027e-05, 0.00033084463, 5.3246204e-06, 6.197155e-05, 0.0003411499, 0.0031701112, 0.010063127, 0.00052191777, 0.00010491188, 0.00029507186, 0.009977718, 0.0005289123, 9.775912e-05, 0.022969814, 1.8813293e-05, 4.1788375e-05, 0.000946112, 1.042007e-05, 0.01370987, 0.004269558, 4.1304193e-05]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'we have a winning temperament .'
GOLD SEQ: 	 b'we have a winning temperament .'
PRED SEQ:	 b'we have a temperament .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.030927349, 0.1590734, 0.0066078324, 0.61021423, 0.021162186, 0.00026947504]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"[ applause ] he ' s a good man ."
GOLD SEQ: 	 b"[ applause ] he ' s a good man ."
PRED SEQ:	 b"[ film s he ' s a good man ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.19336776, 0.5981723, 0.13523395, 0.07905882, 0.0022449647, 0.014981779, 0.0011464428, 0.079029836, 0.02925191, 0.00031365472]
GOLD TOK: 	 []
PRED TOK: 	 [['film', 's']]
################################################################################
IN SEQ: 	 b'and reporters sm ##oth ##ering the clinton ##s with praise .'
GOLD SEQ: 	 b'and reporters sm ##oth ##ering the clinton ##s with praise .'
PRED SEQ:	 b'and reporters criticized the clinton ##s with praise .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.00067480595, 0.000421173, 0.99553066, 0.9946148, 0.99618196, 1.0441267e-05, 3.5309586e-05, 7.729279e-05, 9.371998e-05, 0.0015454789, 4.642688e-06]
GOLD TOK: 	 []
PRED TOK: 	 [['criticized']]
################################################################################
IN SEQ: 	 b'a lot of it in small donations and we raised $ 82 million in july .'
GOLD SEQ: 	 b'a lot of it in small donations and we raised $ 82 million in july .'
PRED SEQ:	 b'a lot of it in small donations and raised $ 82 million in july .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [1.7195787e-05, 4.28811e-06, 1.0331747e-06, 3.548694e-06, 3.1461748e-06, 0.0010602742, 4.615036e-06, 2.6384712e-06, 0.99856406, 5.3580775e-06, 1.3937009e-06, 1.6513713e-06, 1.2661676e-06, 1.4677089e-06, 3.1505824e-06, 1.304178e-06]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'allows americans to de ##du ##ct child ##care and elder care from their taxes , inc ##ent ##iv ##izes employers to provide on - site child ##care services , and you see that with a couple of companies and it is such a great thing to see and creates tax - free dependent care savings accounts for both young and elderly dependent ##s , with matching contributions for low - income families .'
GOLD SEQ: 	 b'allows americans to de ##du ##ct child ##care and elder care from their taxes , inc ##ent ##iv ##izes employers to provide on - site child ##care services , and you see that with a couple of companies and it is such a great thing to see and creates tax - free dependent care savings accounts for both young and elderly dependent ##s , with matching contributions for low - income families .'
PRED SEQ:	 b'allows americans to de ##du ##ct child ##care and elder care from their taxes , inc ##ent employers to provide on - site child ##care services , and you see that with a couple of companies and it is such a great thing to see and creates tax - free dependent care savings accounts for both young and elderly dependent ##s , with matching contributions for low - income families .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.09067156, 0.008890855, 0.00015111151, 0.0114882905, 0.0045387894, 0.0056091, 3.161845e-05, 3.7131533e-05, 2.2614151e-06, 9.9984834e-05, 1.6967082e-05, 7.684098e-06, 0.00022817486, 3.8599617e-05, 1.2193245e-05, 0.79960924, 0.8140614, 0.8315531, 0.55821586, 0.00026434948, 2.6531966e-06, 3.6472723e-06, 1.1287193e-05, 5.4394654e-06, 3.7953767e-05, 2.0447484e-05, 1.1052933e-05, 9.580742e-06, 1.7210613e-06, 6.7406795e-06, 0.014483319, 1.1626131e-05, 5.353409e-06, 1.0388546e-05, 4.833145e-06, 1.549346e-05, 2.7548022e-06, 2.124384e-05, 4.5323472e-06, 4.6279187e-05, 0.00053043803, 0.0048998804, 8.2179085e-06, 0.017430075, 0.00046826867, 6.5799827e-06, 4.1155577e-06, 0.000113769376, 0.00038891696, 0.00035044644, 7.231445e-05, 0.0026955288, 1.2179799e-05, 3.590607e-06, 4.9104878e-05, 4.1795392e-06, 1.9899223e-06, 5.8572145e-06, 1.38405785e-05, 1.936632e-06, 8.1905026e-05, 0.00011154028, 9.8945675e-06, 1.6475598e-06, 1.2964725e-05, 0.00035620847, 8.804366e-06, 3.645106e-06, 0.0024656423, 0.0008156912, 0.0016903556, 1.7626007e-05, 2.7708722e-06]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'there is no more important job than a teacher , and teachers will benefit greatly from these reforms .'
GOLD SEQ: 	 b'there is no more important job than a teacher , and teachers will benefit greatly from these reforms .'
PRED SEQ:	 b'there is no more important job than a teacher , and teachers will benefit greatly from these reforms .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.005157513, 0.00048050532, 0.0012933532, 0.00013930014, 0.0011199409, 0.00014954437, 1.3296266e-05, 3.5982157e-05, 0.00024754068, 3.2157257e-06, 0.0007663257, 0.0016276785, 0.12852639, 0.0067356867, 0.10062039, 7.043451e-06, 0.011820103, 0.5185261, 8.170458e-06]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'the people who will suffer the most as a result of these riots , are law - ab ##idi ##ng african - american residents who live in these communities .'
GOLD SEQ: 	 b'the people who will suffer the most as a result of these riots , are law - ab ##idi ##ng african - american residents who live in these communities .'
PRED SEQ:	 b'the people who will suffer the most as a result of these riots , are law - ab ##idi ##ng african - american residents who live in these communities .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.001504703, 0.00055846263, 0.0001706191, 0.13400537, 0.035582297, 1.8459024e-05, 0.001260161, 1.0257661e-05, 6.568121e-06, 1.0521995e-05, 1.9646961e-06, 0.008120183, 0.49731028, 6.673997e-06, 0.005809936, 0.08015815, 0.13337502, 0.098735966, 0.0882141, 0.12362997, 0.0018315634, 0.00013049388, 0.0011949975, 0.0007038235, 9.9290584e-05, 0.00012613386, 5.9379504e-06, 0.0061298185, 0.0007406026, 4.3183386e-06]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'[ laughter ] hey , never saw anything like this $ 1 . 7 billion ( dollars ) .'
GOLD SEQ: 	 b'[ laughter ] hey , never saw anything like this $ 1 . 7 billion ( dollars ) .'
PRED SEQ:	 b'[ laughter ] hey , never saw anything like this $ 1 . 7 billion ( dollars ) .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.026710778, 0.95004827, 0.055530168, 0.0034749203, 6.0135567e-06, 0.00027661482, 1.0526993e-05, 1.8485187e-05, 1.3300653e-05, 0.00014940355, 9.723559e-05, 1.714277e-05, 2.452662e-06, 5.047303e-06, 1.0494686e-05, 8.656293e-06, 0.0026037334, 2.5901638e-06, 6.159745e-06]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'i always say trojan horse .'
GOLD SEQ: 	 b'i always say trojan horse .'
PRED SEQ:	 b'i always say trojan horse .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.057704017, 0.68956286, 0.053671613, 0.01763126, 0.009049621, 0.0007530636]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"it ' s going to be a victory for you , the american people ."
GOLD SEQ: 	 b"it ' s going to be a victory for you , the american people ."
PRED SEQ:	 b"it ' s going to be a victory for you , the american people ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.05501566, 0.0062312535, 0.0060445447, 0.010110811, 9.132567e-05, 0.00045905507, 0.001003281, 0.10855069, 0.00036549, 0.35253948, 0.001503688, 0.0062983, 0.17160241, 0.14282317, 0.000284133]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'hillary clinton is the most corrupt person ever to seek the office of the presidency of the united states .'
GOLD SEQ: 	 b'hillary clinton is the most corrupt person ever to seek the office of the presidency of the united states .'
PRED SEQ:	 b'hillary clinton is the most successful person ever to seek the office of the presidency of the united states .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
