################################################################################
IN SEQ: 	 b'to make life safe in america , we must also address the growing threats we face from outside the country : we are going to defeat the barbarians of isis , and we are going to defeat them fast .'
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'[ boo ##ing ] right here in this community , you have lost 1 in 7 manufacturing jobs since bill clinton put china into the world trade organization .'
GOLD SEQ: 	 b'[ boo ##ing ] right here in this community , you have lost 1 in 7 manufacturing jobs since bill clinton put china into the world trade organization .'
PRED SEQ:	 b'[ boo ##ing ] right here in this community , you have lost 1 in 7 manufacturing jobs since bill clinton put china into the world trade organization .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.14189138, 0.36964777, 0.46838057, 0.2608928, 0.066684276, 0.22630742, 0.16208214, 0.15407115, 0.1008165, 0.07985456, -0.012427136, 0.32708436, 0.19175294, 0.50043494, 0.30452073, 0.2191772, 0.25697893, 0.39104375, 0.102757365, -0.24206854, -0.19443288, -0.28649038, -0.13012253, 0.1856296, -0.21981904, -0.07727501, 0.030069739, 0.25355786, 0.22155781]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'this is what i promise to african - americans , hispanic - americans , and all americans .'
GOLD SEQ: 	 b'this is what i promise to african - americans , hispanic - americans , and all americans .'
PRED SEQ:	 b'this is what i promise to african - americans , hispanic - americans , and all americans .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.5643781, 0.3452659, 0.2077739, 0.05449281, 0.1417262, 0.2486952, -0.15342571, 0.0495964, 0.21394086, 0.079887375, -0.049583286, 0.18285784, 0.30141795, -0.3645419, 0.19656387, -0.08392419, 0.16797133, 0.84243286]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'i say it all the time .'
GOLD SEQ: 	 b'i say it all the time .'
PRED SEQ:	 b'i say it all the time .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.21748282, 0.21302503, 0.12918863, 0.20598684, 0.103472404, 0.20083028, 0.34766835]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'you are voting to believe in your country .'
GOLD SEQ: 	 b'you are voting to believe in your country .'
PRED SEQ:	 b'you are voting to believe in your country .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.4573042, 0.36940837, 0.11645162, 0.13438244, 0.2387307, 0.076766156, 0.19719861, 0.25811422, 0.4397682]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"but there ' s something nice about that ."
GOLD SEQ: 	 b"but there ' s something nice about that ."
PRED SEQ:	 b"but there ' s something more than the time , and there ' s something nice about that ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.6113771, 0.4963836, 0.38865912, 0.56610084, 0.7161195, 0.33382806, 0.14021416, 0.38370383, 0.66677094]
GOLD TOK: 	 []
PRED TOK: 	 [['there', "'", 's', 'something', 'more', 'than', 'the', 'time', ',', 'and']]
################################################################################
IN SEQ: 	 b"our campaign is about representing the great majority of americans republicans , democrats , independents , conservatives and liberals who read the newspaper , or turn on the tv , and don ' t hear anyone speaking for them ."
GOLD SEQ: 	 b"our campaign is about representing the great majority of americans republicans , democrats , independents , conservatives and liberals who read the newspaper , or turn on the tv , and don ' t hear anyone speaking for them ."
PRED SEQ:	 b"the current campaign is about representing the great majority of americans republicans , democrats , independents , conservatives and liberals who read the newspaper , or turn on the tv , and don ' t hear anyone speaking for them ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.19102564, 0.009219959, -0.07295637, -0.1822738, -0.13475169, 0.09089881, 0.05690314, 0.44137615, 0.47054756, 0.062352836, 0.013131831, -0.06027113, -0.073755726, 0.015441809, 0.27580667, 0.07760315, 0.19414997, 0.29409212, 0.31463635, 0.4695339, 0.016936459, -0.13557214, 0.19332051, 0.10944867, 0.16495353, -0.0035899356, -0.1102325, -0.11410258, 0.072774634, -0.27000302, 0.17334445, 0.1737812, -0.29457355, 0.21451733, 0.22470269, 0.057405904, 0.1927717, 0.11121775, 0.22565252, 0.55517006]
GOLD TOK: 	 []
PRED TOK: 	 [['the', 'current']]
################################################################################
IN SEQ: 	 b'its emptied out michigan , its emptied out new england .'
GOLD SEQ: 	 b'its emptied out michigan , its emptied out new england .'
PRED SEQ:	 b'its united states emptied out michigan , its emptied out new england .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.44452786, 0.562037, 0.5352109, 0.26224, 0.33687568, 0.38284084, 0.5798298, 0.5970712, 0.32242024, 0.36778474, 0.7583265]
GOLD TOK: 	 []
PRED TOK: 	 [['united', 'states']]
################################################################################
IN SEQ: 	 b"[ applause ] while this is really a meeting and that ' s what it is , it ' s a meeting of very , very special people and i appreciate you all being here ."
GOLD SEQ: 	 b"[ applause ] while this is really a meeting and that ' s what it is , it ' s a meeting of very , very special people and i appreciate you all being here ."
PRED SEQ:	 b"[ applause ] while this is really a meeting and that ' s what it is , it ' s a meeting of very , very special people and i appreciate you all being here ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.025368001, -0.1742965, 0.14577493, 0.15587509, -0.13749416, -0.07375365, 0.109994225, 0.11257754, 0.017616984, 0.006284997, 0.20140055, -0.49557745, 0.06561157, 0.22865202, 0.032923445, -0.03336698, -0.17209773, -0.23255153, -0.2032332, -0.04834909, -0.07496604, -0.15386423, 0.084283106, -0.072472565, -0.16777019, 0.025842205, -0.08305435, 0.031615224, 0.25787628, 0.1728173, -0.26550484, -0.2341421, -0.1333367, -0.090552896, -0.14476271, 0.20601928]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"that ' s just political - speak for a massive new tax on coal and shale production a tax on american consumers ."
GOLD SEQ: 	 b"that ' s just political - speak for a massive new tax on coal and shale production a tax on american consumers ."
PRED SEQ:	 b"that ' s just political - speak for a new tax on coal and shale production a tax on american consumers ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.41280898, 0.24577421, 0.36394918, 0.3768789, 0.24370429, 0.17523365, 0.3290307, 0.15626875, 0.1619099, 0.10492523, 0.023765702, 0.19703995, 0.42002803, 0.18380566, 0.37133932, 0.25175968, 0.20412868, 0.09093282, 0.10342632, 0.25280756, 0.23570693, 0.17802528, 0.533243]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'the disdain that hillary clinton expressed towards millions of decent americans di ##s ##qual ##ifies her from public service .'
GOLD SEQ: 	 b'the disdain that hillary clinton expressed towards millions of decent americans di ##s ##qual ##ifies her from public service .'
PRED SEQ:	 b'the disdain that hillary clinton expressed towards millions of americans di ##s ##qual ##ifies her from public service .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.31957224, 0.39915127, 0.4656967, 0.12909421, 0.27526504, 0.26372683, 0.41841277, 0.43075448, 0.7918926, -0.0213978, 0.61841744, 0.5467116, 0.8930887, 0.7684847, 0.5060447, 0.3825056, 0.57741, 0.2099552, 0.5333458, 0.4734104]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'no , it only appears 26 days before the election .'
GOLD SEQ: 	 b'no , it only appears 26 days before the election .'
PRED SEQ:	 b'no , it appears 26 days before the election .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.54680306, 0.5240377, 0.5475687, 0.52895784, 0.61685455, 0.24717613, 0.49719673, 0.22323067, -0.035721146, 0.15050697, 0.59528494]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'[ applause ] and this is our chance to break free from the bitter failures of the past and to create a new american future .'
GOLD SEQ: 	 b'[ applause ] and this is our chance to break free from the bitter failures of the past and to create a new american future .'
PRED SEQ:	 b'[ applause ] and this is our chance to break free from the failures of the past and to create a new american future .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.27152073, 0.090201765, 0.368707, 0.425699, 0.17042664, 0.11946195, 0.14093354, 0.26168156, 0.34243202, 0.16880228, 0.3006032, 0.24525875, -0.049947254, 0.042951144, 0.22340038, 0.3383476, 0.05046177, 0.29035383, 0.38823894, 0.4537778, 0.42657298, 0.5085222, 0.34096292, 0.28024906, 0.23938707, 0.39835638]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"but i speak to border guards and they tell us what we ' re getting ."
GOLD SEQ: 	 b"but i speak to border guards and they tell us what we ' re getting ."
PRED SEQ:	 b"according to the time , i speak to border guards and they tell us what we ' re getting ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.5249988, 0.37333366, 0.3867937, 0.19470125, 0.36343265, 0.524694, 0.5563332, 0.4670757, 0.22899608, 0.4553103, 0.19092883, 0.40294996, 0.26172253, 0.50299114, 0.49127012, 0.7391731]
GOLD TOK: 	 []
PRED TOK: 	 [['according', 'to', 'the', 'time', ',']]
################################################################################
IN SEQ: 	 b"i ' m going to fight for every worker who deserves a raise , and for every community whose jobs and dreams have been ripped out and shipped to other countries ."
GOLD SEQ: 	 b"i ' m going to fight for every worker who deserves a raise , and for every community whose jobs and dreams have been ripped out and shipped to other countries ."
PRED SEQ:	 b"i ' m going to fight for every worker who deserves a raise , and for every community whose jobs and dreams have been removed out and shipped to other countries ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.404577, -0.03470908, 0.06661588, 0.15204309, 0.096469834, 0.044979014, 0.277583, 0.8574818, 0.7673309, 0.71279514, 0.4476108, 0.46931422, 0.39183903, 0.24813512, 0.35923275, 0.41652358, 0.78313625, 0.44107097, 0.6700296, 0.3350922, 0.49833876, 0.310346, 0.646138, 0.51939154, 0.5200843, 0.38092422, 0.5749958, 0.5065612, 0.5469035, 0.35060194, 0.4371118, 0.6529819]
GOLD TOK: 	 []
PRED TOK: 	 [['removed']]
################################################################################
IN SEQ: 	 b'we have a winning temperament .'
GOLD SEQ: 	 b'we have a winning temperament .'
PRED SEQ:	 b'we have a negative temperament .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.46279398, 0.42312762, 0.33153903, 0.22020702, 0.45496017, 0.5066532]
GOLD TOK: 	 []
PRED TOK: 	 [['negative']]
################################################################################
IN SEQ: 	 b"[ applause ] he ' s a good man ."
GOLD SEQ: 	 b"[ applause ] he ' s a good man ."
PRED SEQ:	 b"[ applause ] he ' s a good man ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.06800326, -0.1516824, 0.04832138, 0.05954504, -0.40058583, 0.34174225, 0.28566134, 0.14081603, 0.3126899, 0.3862851]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'and reporters sm ##oth ##ering the clinton ##s with praise .'
GOLD SEQ: 	 b'and reporters sm ##oth ##ering the clinton ##s with praise .'
PRED SEQ:	 b'and reporters responded the clinton ##s with praise .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.51105744, 0.628353, 0.6080067, 0.7214058, 0.57376426, 0.08667834, 0.48555708, 0.4848292, 0.604114, 0.47467205, 0.78444576]
GOLD TOK: 	 []
PRED TOK: 	 [['responded']]
################################################################################
IN SEQ: 	 b'a lot of it in small donations and we raised $ 82 million in july .'
GOLD SEQ: 	 b'a lot of it in small donations and we raised $ 82 million in july .'
PRED SEQ:	 b'a lot of it in small donations and the united states raised $ 82 million in july .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.30671227, 0.285576, 0.4547324, 0.19583029, 0.03619416, 0.025864005, 0.38392723, 0.19919851, 0.13687338, 0.19564152, 0.14622027, 0.3569491, 0.2462652, 0.37910205, 0.40503004, 0.3789945]
GOLD TOK: 	 []
PRED TOK: 	 [['the', 'united', 'states']]
################################################################################
IN SEQ: 	 b'allows americans to de ##du ##ct child ##care and elder care from their taxes , inc ##ent ##iv ##izes employers to provide on - site child ##care services , and you see that with a couple of companies and it is such a great thing to see and creates tax - free dependent care savings accounts for both young and elderly dependent ##s , with matching contributions for low - income families .'
GOLD SEQ: 	 b'allows americans to de ##du ##ct child ##care and elder care from their taxes , inc ##ent ##iv ##izes employers to provide on - site child ##care services , and you see that with a couple of companies and it is such a great thing to see and creates tax - free dependent care savings accounts for both young and elderly dependent ##s , with matching contributions for low - income families .'
PRED SEQ:	 b'allows americans to de ##du ##ct child ##care and elder care from their taxes , inc ##ent ##iv ##izes employers to provide on - site child ##care services , and you see that with a couple of companies and it is such a great thing to see and creates tax - free dependent care savings accounts for both young and elderly dependent ##s , with matching contributions for low - income families .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.3426839, 0.20315473, 0.41497445, 0.23446533, 0.4684462, 0.4462087, 0.21145226, 0.3565237, 0.38610256, 0.21201582, 0.31699747, 0.47693712, 0.15595114, 0.5737246, 0.38117674, 0.3070023, 0.5374741, 0.3684655, 0.12363805, 0.597985, 0.43455756, 0.2442614, 0.25766054, 0.11619474, 0.110918164, 0.13318303, 0.2503349, 0.26598793, -0.24343096, 0.36768508, 0.43156844, 0.31296453, 0.29633388, 0.36513865, 0.3171293, 0.22849575, 0.46345967, 0.36556304, 0.40882966, 0.20153646, 0.38161796, 0.35718232, 0.49200785, 0.20951013, 0.43024164, 0.5165671, 0.28691554, 0.28677472, 0.088092536, 0.17291996, 0.524814, 0.09494232, 0.25165126, 0.20120393, 0.048449107, 0.36607105, 0.37946862, 0.123767145, 0.038796145, 0.12551385, 0.13067862, 0.34869415, 0.56873393, 0.23467642, 0.1421144, -0.17895558, 0.25775477, 0.13588908, -0.092633545, 0.42622012, 0.13436452, 0.33936065, 0.38453612]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'there is no more important job than a teacher , and teachers will benefit greatly from these reforms .'
GOLD SEQ: 	 b'there is no more important job than a teacher , and teachers will benefit greatly from these reforms .'
PRED SEQ:	 b'there is no more important job than a teacher , and teachers will benefit greatly from these reforms .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.40665007, 0.10874982, 0.0670788, 0.15417267, 0.118645236, 0.21792665, 0.1515974, 0.34889734, 0.53399247, 0.35372368, 0.104303375, 0.48851806, 0.25599635, 0.30540788, 0.31269148, 0.2950285, -0.1103952, 0.28290313, 0.5719924]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'the people who will suffer the most as a result of these riots , are law - ab ##idi ##ng african - american residents who live in these communities .'
GOLD SEQ: 	 b'the people who will suffer the most as a result of these riots , are law - ab ##idi ##ng african - american residents who live in these communities .'
PRED SEQ:	 b'the people who will suffer the most as a result of these riots , are african - ab ##idi ##ng african - american residents who live in these communities .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.62484485, 0.56810623, 0.6323349, 0.47770566, 0.5507704, 0.24519739, 0.49846834, 0.5636209, 0.72929585, 0.65238, 0.6065348, 0.18804616, 0.43428457, 0.20653895, 0.07385473, 0.17526762, 0.39552084, 0.21253283, 0.37940714, 0.41479343, 0.35256153, 0.40854073, 0.48491684, 0.690565, 0.7286844, 0.47629902, 0.39440235, 0.17663196, 0.3154151, 0.61239463]
GOLD TOK: 	 []
PRED TOK: 	 [['african']]
################################################################################
IN SEQ: 	 b'[ laughter ] hey , never saw anything like this $ 1 . 7 billion ( dollars ) .'
GOLD SEQ: 	 b'[ laughter ] hey , never saw anything like this $ 1 . 7 billion ( dollars ) .'
PRED SEQ:	 b'[ laughter ] hey , never saw anything like this $ 1 . 7 billion ( dollars ) .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.06816468, 0.0488777, 0.12572995, 0.25036407, 0.20212358, 0.25115463, 0.20063423, 0.29087508, 0.28886196, 0.2832055, 0.209841, 0.5253923, -0.01405409, 0.16425167, 0.37322217, 0.13426355, 0.27675006, 0.29440725, 0.45877382]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'i always say trojan horse .'
GOLD SEQ: 	 b'i always say trojan horse .'
PRED SEQ:	 b'i always say trojan horse .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.43113095, 0.39331385, 0.45768607, 0.2974746, 0.32258826, 0.44645125]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"it ' s going to be a victory for you , the american people ."
GOLD SEQ: 	 b"it ' s going to be a victory for you , the american people ."
PRED SEQ:	 b"it ' s going to be a victory for you , the american people ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.41145518, 0.25347063, 0.52125657, 0.43303445, 0.38244218, 0.49517813, 0.31518394, 0.2943692, 0.07589632, 0.08419611, 0.059443183, -0.21244012, -0.09153232, 0.107320085, 0.46530512]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'hillary clinton is the most corrupt person ever to seek the office of the presidency of the united states .'
GOLD SEQ: 	 b'hillary clinton is the most corrupt person ever to seek the office of the presidency of the united states .'
PRED SEQ:	 b'hillary clinton is the most corrupt person ever to seek the office of the presidency of the united states .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.77763975, 0.8061373, 0.4831774, 0.32789886, 0.43490735, 0.4198161, 0.42952782, 0.4437637, 0.4373899, 0.35455012, 0.30722308, 0.56883806, 0.52250636, 0.13778397, 0.45265645, 0.37612313, 0.101714104, 0.11283469, 0.27803993, 1.0220306]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'the nation - state remains the true foundation for happiness and harmony .'
GOLD SEQ: 	 b'the nation - state remains the true foundation for happiness and harmony .'
PRED SEQ:	 b'the nation - state remains the largest foundation for happiness and harmony .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.67555255, 0.25381845, 0.37532797, 0.34062958, 0.42397836, 0.3546895, 0.35602894, 0.63648766, 0.6686846, 0.29540354, 0.45137712, 0.3200531, 0.82856935]
GOLD TOK: 	 []
PRED TOK: 	 [['largest']]
################################################################################
IN SEQ: 	 b'[ applause ] back to mike pen ##ce .'
GOLD SEQ: 	 b'[ applause ] back to mike pen ##ce .'
PRED SEQ:	 b'[ controversy ] back to mike pen ##ce .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.45034105, 0.25260985, 0.387188, 0.16472147, 0.38016275, 0.17461798, 0.33726686, 0.49412915, 0.5084409]
GOLD TOK: 	 []
PRED TOK: 	 [['controversy']]
################################################################################
IN SEQ: 	 b'my opponent has called for a radical 550 % increase in syrian - - think of this .'
GOLD SEQ: 	 b'my opponent has called for a radical 550 % increase in syrian - - think of this .'
PRED SEQ:	 b'my opponent has called for a 550 % increase in syrian - - think of this .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.060826153, 0.020559698, -0.06775781, 0.10695982, 0.10654736, -0.019812189, 0.037242994, -0.015039027, 0.13773853, 0.23489788, 0.38430795, 0.16191304, 0.09332779, 0.1840609, 0.042605296, 0.12887801, -0.16867068, 0.2259961]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"the democratic party has taken the votes of african americans totally for granted , and they ' ve done nothing in return ."
GOLD SEQ: 	 b"the democratic party has taken the votes of african americans totally for granted , and they ' ve done nothing in return ."
PRED SEQ:	 b"the democratic party has taken the votes of african americans in granted , and they ' ve done nothing in return ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.06427793, 0.03358312, 0.17756702, 0.09233251, 0.12101418, -0.2722069, 0.17199564, 0.09323585, -0.11612512, 0.17897108, 0.35132992, 0.25704476, 0.23044345, 0.3447709, 0.21200633, 0.026325185, -0.12678152, 0.29883832, 0.22383536, 0.3043676, 0.1786175, 0.3521012, 0.57628787]
GOLD TOK: 	 []
PRED TOK: 	 [['in']]
################################################################################
IN SEQ: 	 b'he said one nice thing about me .'
GOLD SEQ: 	 b'he said one nice thing about me .'
PRED SEQ:	 b'he said one thing about me .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.7299775, 0.59416044, 0.72678006, 0.47845042, 0.6897552, 0.5889629, 0.6720608, 0.87260866]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'one law ##less order after another .'
GOLD SEQ: 	 b'one law ##less order after another .'
PRED SEQ:	 b'one order after another .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.324413, 0.30843633, 0.44026145, 0.3659243, 0.3455308, 0.42110997, 0.51992965]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"but this aggressive counter ##pro ##gram ##ming the democratic convention is different than what we ' ve seen in previous campaigns ."
GOLD SEQ: 	 b"but this aggressive counter ##pro ##gram ##ming the democratic convention is different than what we ' ve seen in previous campaigns ."
PRED SEQ:	 b"but this counter ##pro ##gram ##ming the democratic convention is different than what we ' ve seen in previous campaigns ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.7212213, 0.26404727, 0.41958946, 0.3988695, 0.5855017, 0.7263074, 0.4554712, -0.10032292, -0.020699203, 0.2071655, 0.47753522, 0.5182289, 0.75321686, 0.49597034, 0.4230985, 0.1371788, 0.4193995, 0.24532804, 0.07986497, -0.0047336444, 0.18265201, 0.86575997]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'islamic terrorism has spread within our shores .'
GOLD SEQ: 	 b'islamic terrorism has spread within our shores .'
PRED SEQ:	 b'islamic terrorism has spread within the united states .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.8373183, 0.78405416, 0.7255887, 0.6649537, 0.48985225, 0.48191944, 0.6271609, 0.89259243]
GOLD TOK: 	 []
PRED TOK: 	 [['the', 'united', 'states']]
################################################################################
IN SEQ: 	 b'this is not simply another 4 - year election .'
GOLD SEQ: 	 b'this is not simply another 4 - year election .'
PRED SEQ:	 b'this is not another 4 - year election .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.6717906, 0.58367294, 0.59612143, 0.6211454, 0.4187597, 0.30290523, 0.39383587, 0.28648385, 0.62397945, 0.63992417]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
