################################################################################
IN SEQ: 	 b'to make life safe in america , we must also address the growing threats we face from outside the country : we are going to defeat the of isis , and we are going to defeat them fast .'
GOLD DIST: 	 [0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.01104695, 0.6544878, 1.0672939e-05, 1.719106e-06, 2.9054552e-06, 3.999418e-06, 0.04569619, 7.281127e-05, 2.2277868e-06, 3.1366778e-06, 7.236902e-05, 2.0243187e-06, 0.12301501, 9.703496e-06, 6.0986167e-06, 4.96104e-06, 0.006255939, 6.8937654e-05, 5.858589e-06, 0.00031751877, 1.16210995e-05, 4.9756577e-06, 0.0005228983, 3.3323618e-06]
GOLD TOK: 	 [['understood']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"we can ' t give you the money ."
GOLD SEQ: 	 b"but we can ' t give you the money ."
PRED SEQ:	 b"we can give ' t you the money ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.46733597, 0.26444775, 0.004652707, 0.009937469, 0.0005478557, 0.061353266, 0.0024696891, 0.06098504, 0.010855431]
GOLD TOK: 	 [['but']]
PRED TOK: 	 [['give']]
################################################################################
IN SEQ: 	 b'[ applause ] we will reject big ##ot ##ry and hatred , and oppression , in all of its forms , and seek a new future built on our common culture and values as one american people .'
GOLD SEQ: 	 b'[ applause ] we will reject big ##ot ##ry and hatred , and oppression , in all of its ugly forms , and seek a new future built on our common culture and values as one american people .'
PRED SEQ:	 b'[ applause ] we will reject big ##ot ##ry and hatred , and oppression , in all of its forms , and seek a new future built on our common culture and values as one american people .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.10857297, 0.35657507, 0.113778286, 0.17816721, 0.111039594, 0.0033234667, 0.0033538195, 0.0033391123, 0.0014950295, 0.0002671329, 0.025818495, 8.904019e-06, 0.009379599, 0.05605278, 1.5395603e-05, 1.7297496e-05, 5.4857508e-05, 7.4557993e-06, 9.522112e-05, 0.00020437807, 1.7575605e-05, 0.0041641276, 0.0028921703, 9.323586e-05, 0.003490909, 0.0003536563, 0.00027124587, 1.1483838e-05, 0.056057923, 0.0032929184, 3.225201e-05, 7.1681507e-06, 6.535342e-05, 6.752706e-05, 0.011826599, 0.015092596, 0.0062049576, 1.7053575e-05]
GOLD TOK: 	 [['ugly']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'[ [ ] right here in this community , you have lost 1 in 7 manufacturing jobs since bill clinton put china into the world trade organization .'
GOLD SEQ: 	 b'[ boo ##ing ] right here in this community , you have lost 1 in 7 manufacturing jobs since bill clinton put china into the world trade organization .'
PRED SEQ:	 b'[ [ ] right here in this community , you have lost 1 in 7 manufacturing jobs since bill clinton put china into the world trade organization .'
GOLD DIST: 	 [0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.02005126, 0.0020477166, 0.0012521108, 0.0012983202, 0.0007828847, 2.0119021e-05, 0.0005197204, 0.008854185, 5.6714935e-06, 0.3776236, 8.118171e-05, 0.0031877565, 1.7347385e-05, 4.69338e-06, 8.3502324e-05, 0.00040809196, 4.2003932e-05, 0.00018177356, 0.000108500964, 1.2288514e-05, 0.4005543, 0.0082951905, 0.0023666597, 2.4776838e-05, 2.1685812e-05, 1.48396e-05, 1.0158433e-05, 8.81945e-06]
GOLD TOK: 	 [['boo', '##ing']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'this is what i saw to african - americans , hispanic - americans , and all americans .'
GOLD SEQ: 	 b'this is what i promise to african - americans , hispanic - americans , and all americans .'
PRED SEQ:	 b'this is what i saw to african - americans , hispanic - americans , and all americans .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.008148907, 0.0037632752, 0.0005884366, 0.027411858, 0.47711512, 0.00011904106, 8.158823e-05, 8.390563e-06, 1.1593924e-05, 2.6776452e-06, 0.00013767405, 1.5629756e-05, 2.3711727e-05, 3.0326062e-06, 2.0120038e-05, 0.25537467, 0.0037141382, 6.774947e-06]
GOLD TOK: 	 [['promise']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'i say it all the time .'
GOLD SEQ: 	 b'i say it all the time .'
PRED SEQ:	 b'i say it all the time .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.7010946, 0.12063412, 0.05312853, 0.058424566, 0.0017153592, 0.009735181, 0.023539454]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'you are voting to believe in your country .'
GOLD SEQ: 	 b'you are voting to believe in your country .'
PRED SEQ:	 b'you are voting to believe in your country .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.079471104, 0.121203825, 0.020779261, 8.5556894e-05, 0.017771099, 0.00019439934, 0.4617959, 0.117768474, 4.147383e-05]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"there ' s something nice about that ."
GOLD SEQ: 	 b"but there ' s something nice about that ."
PRED SEQ:	 b"there ' s something about that ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.24099936, 0.10291262, 0.10561023, 0.37299404, 0.5145794, 0.04160475, 0.14359273, 0.013218429]
GOLD TOK: 	 [['but']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"our campaign is about representing the great majority of americans republicans , democrats , independents , conservatives and liberals who read the newspaper , or turn on the tv , and don ' t hear anyone speaking for them ."
GOLD SEQ: 	 b"our campaign is about representing the great majority of americans republicans , democrats , independents , conservatives and liberals who read the newspaper , or turn on the tv , and don ' t hear anyone speaking for them ."
PRED SEQ:	 b"our campaign is about representing the great majority of americans republicans , democrats , independents , conservatives and liberals who read the newspaper , or turn on the tv , and don ' t hear anyone speaking for them ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.17091548, 0.00013306463, 0.0010742652, 0.007857584, 0.008159865, 3.852335e-05, 0.40134788, 0.004953729, 9.642071e-06, 0.036273945, 0.00052748097, 2.1017006e-06, 0.00037635543, 1.9451447e-06, 0.0052796956, 3.2034545e-06, 0.042520728, 4.4643886e-05, 0.107341215, 0.00025611144, 6.584932e-05, 8.19676e-06, 0.00021283882, 1.9956237e-06, 2.693835e-05, 4.8432306e-05, 1.0124379e-05, 1.2556564e-05, 0.000106086896, 1.8010302e-06, 0.00019733586, 0.00037403425, 1.248305e-05, 9.170967e-05, 1.5348836e-05, 0.00064218923, 0.00021617809, 0.00014859911, 0.00032347688, 4.8158595e-06]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'its emptied out michigan , its emptied out new england .'
GOLD SEQ: 	 b'its emptied out michigan , its emptied out new england .'
PRED SEQ:	 b'its emptied out michigan , its emptied out new england .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.07093518, 0.18858892, 0.0038235518, 0.019456977, 2.856094e-05, 0.4534681, 0.28701127, 0.0033739049, 0.0011357113, 0.0070172357, 3.879484e-05]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"[ applause ] while this is really a meeting and that ' s what it is , it ' s a meeting of very , very special people and i appreciate you all here ."
GOLD SEQ: 	 b"[ applause ] while this is really a meeting and that ' s what it is , it ' s a meeting of very , very special people and i appreciate you all being here ."
PRED SEQ:	 b"[ applause ] while this is really a meeting and that ' s what it is , it ' s a meeting of very , very special people and i appreciate you all here ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.13953006, 0.07651675, 0.040386815, 0.001989667, 0.0029977742, 0.0062072743, 0.2879662, 0.00095289736, 0.008587499, 0.00021738787, 0.003776104, 0.00029421452, 0.0023756316, 0.0038750046, 0.0023244792, 0.00591122, 0.0002954057, 0.0020914057, 0.00093862606, 0.004023693, 0.0004822722, 0.0014150281, 0.00034971337, 0.01546234, 0.00019104818, 0.04382162, 0.03055114, 0.003931469, 0.00029827538, 0.008817528, 0.03650572, 0.09697957, 0.060012154, 0.17522341, 0.000180957]
GOLD TOK: 	 [['being']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"that ' s just political - speak for a new tax on coal and shale production a tax on american consumers ."
GOLD SEQ: 	 b"that ' s just political - speak for a massive new tax on coal and shale production a tax on american consumers ."
PRED SEQ:	 b"that ' s just political - speak for a new tax on coal and shale production a tax on american consumers ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.14354749, 0.03584884, 0.09434032, 0.51918364, 0.2223806, 0.28886682, 0.31481585, 0.0053117773, 0.0003716004, 0.002507132, 0.0010674421, 2.306578e-05, 0.0011137691, 0.00012849394, 0.004390024, 0.0011361344, 0.0015932119, 0.0016963142, 0.00017285746, 0.063219704, 0.016822627, 0.0007222711]
GOLD TOK: 	 [['massive']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'the disdain that hillary clinton expressed towards millions of americans di ##s ##qual ##ifies her from public service .'
GOLD SEQ: 	 b'the disdain that hillary clinton expressed towards millions of decent americans di ##s ##qual ##ifies her from public service .'
PRED SEQ:	 b'the disdain that hillary clinton expressed towards millions of americans and lai ##sse ##z - fair ##e in public service .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0038401315, 0.06083387, 0.00020637443, 2.8710676e-05, 4.2644488e-06, 0.0010200969, 0.000614329, 0.0045732087, 6.7693086e-06, 0.00016408184, 0.89120775, 0.9057672, 0.7240778, 0.9387477, 0.00068545307, 0.0003327673, 5.250981e-05, 4.101088e-05, 1.43415655e-05]
GOLD TOK: 	 [['decent']]
PRED TOK: 	 [['and', 'lai', '##sse', '##z', '-', 'fair', '##e', 'in']]
################################################################################
IN SEQ: 	 b'no , it appears 26 days before the election .'
GOLD SEQ: 	 b'no , it only appears 26 days before the election .'
PRED SEQ:	 b'no , it appears 26 days before the election .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.09178254, 6.20373e-05, 0.06671957, 0.6558927, 0.012970899, 0.0039485036, 0.0001856933, 0.00016969204, 0.112168014, 6.944504e-05]
GOLD TOK: 	 [['only']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'[ applause ] and this is our chance to break free from the failures of the past and to create a new american future .'
GOLD SEQ: 	 b'[ applause ] and this is our chance to break free from the bitter failures of the past and to create a new american future .'
PRED SEQ:	 b'[ applause ] and this is our chance to break free from the failures of the past and to create a new american future .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.12602136, 0.11242014, 0.092607565, 0.00066321174, 0.0009098207, 0.014036808, 0.1248751, 0.004650667, 6.209833e-05, 0.0006800654, 0.0011136614, 0.00010851659, 0.07692328, 0.2950302, 0.00054240593, 0.012931041, 0.008826477, 0.00027954468, 0.00013406096, 0.00029138895, 0.00019373045, 0.0018678736, 0.04713448, 0.0003967847, 0.0001001462]
GOLD TOK: 	 [['bitter']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"i speak to border guards and they tell us what we ' re getting ."
GOLD SEQ: 	 b"but i speak to border guards and they tell us what we ' re getting ."
PRED SEQ:	 b"i speak to border guards and they tell us what we ' re getting ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.20305307, 0.021162057, 0.0005456799, 0.12490987, 0.050847143, 0.009045907, 0.09322836, 0.021763002, 0.22102758, 0.0052828444, 0.09295262, 0.00059914996, 0.0015289779, 0.033181403, 0.0016518411]
GOLD TOK: 	 [['but']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"i ' m going to fight for every worker who deserves a raise , and for every community whose jobs and dreams have been ripped out and shipped to other countries ."
GOLD SEQ: 	 b"i ' m going to fight for every worker who deserves a raise , and for every community whose jobs and dreams have been ripped out and shipped to other countries ."
PRED SEQ:	 b"i ' m going to fight for every worker who deserves a raise , and for every community whose jobs and dreams have been ripped out and shipped to other countries ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.044364467, 0.010196375, 0.029262971, 0.043972682, 0.0023496319, 0.22087939, 0.0016963296, 0.003863892, 0.05556489, 0.0050503616, 0.21815062, 4.2807027e-05, 0.00033084463, 5.3246204e-06, 6.197155e-05, 0.0003411499, 0.0031701112, 0.010063127, 0.00051637, 0.00010491188, 0.00029507186, 0.009977718, 0.000527455, 9.781748e-05, 0.022969814, 1.8884008e-05, 4.1788375e-05, 0.000946112, 1.042007e-05, 0.01370987, 0.004269558, 4.1304193e-05]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'we have a temperament .'
GOLD SEQ: 	 b'we have a winning temperament .'
PRED SEQ:	 b'we have a temperament .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.56492805, 0.3254815, 0.0217177, 0.032856878, 0.00751472]
GOLD TOK: 	 [['winning']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"[ film s he ' s a good man ."
GOLD SEQ: 	 b"[ applause ] he ' s a good man ."
PRED SEQ:	 b"[ film s he ' s a good man ."
GOLD DIST: 	 [0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.47135335, 0.36428118, 0.35598785, 0.037152067, 0.0020285521, 0.0040241117, 0.0003691521, 0.021920532, 0.010454515, 0.00031701545]
GOLD TOK: 	 [['applause', ']']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'and reporters criticized the clinton ##s with praise .'
GOLD SEQ: 	 b'and reporters sm ##oth ##ering the clinton ##s with praise .'
PRED SEQ:	 b'and reporters criticized the clinton ##s with criticism .'
GOLD DIST: 	 [0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.042039447, 0.020161793, 0.03399068, 0.00034622222, 0.0011922574, 0.007065163, 0.18178146, 0.779457, 9.830185e-05]
GOLD TOK: 	 [['sm', '##oth', '##ering']]
PRED TOK: 	 [['criticism']]
################################################################################
IN SEQ: 	 b'a lot of it in small donations and raised $ 82 million in july .'
GOLD SEQ: 	 b'a lot of it in small donations and we raised $ 82 million in july .'
PRED SEQ:	 b'a lot of it in small donations and raised $ 82 million in july .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0024902946, 0.0020762852, 4.1937287e-06, 0.00020645928, 8.243518e-05, 0.9859708, 0.00033719893, 7.6617434e-05, 0.00012428424, 7.2447992e-06, 8.4813755e-06, 6.5746453e-06, 5.9550484e-06, 6.683082e-05, 1.0826466e-05]
GOLD TOK: 	 [['we']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'allows americans to de ##du ##ct child ##care and elder care from their taxes , inc ##ent employers to provide on - site child ##care services , and you see that with a couple of companies and it is such a great thing to see and creates tax - free dependent care savings accounts for both young and elderly dependent ##s , with matching contributions for low - income families .'
GOLD SEQ: 	 b'allows americans to de ##du ##ct child ##care and elder care from their taxes , inc ##ent ##iv ##izes employers to provide on - site child ##care services , and you see that with a couple of companies and it is such a great thing to see and creates tax - free dependent care savings accounts for both young and elderly dependent ##s , with matching contributions for low - income families .'
PRED SEQ:	 b'allows americans to de ##du ##ct child ##care and elder care from their taxes , employers to provide on - site child ##care services , and you see that with a couple of companies and it is such a great thing to see and creates tax - free dependent care savings accounts for both young and elderly dependent ##s , with matching contributions for low - income families .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.16744436, 0.010047881, 8.892578e-05, 0.0016327096, 0.0008753522, 0.002203303, 2.4394762e-05, 3.2791835e-05, 2.051919e-06, 0.0001511696, 1.7385262e-05, 5.6432705e-06, 0.0002001661, 3.0154699e-05, 2.819111e-06, 0.71559995, 0.7046469, 0.002201316, 5.12378e-06, 3.9668535e-06, 1.0900718e-05, 5.5930573e-06, 2.9103585e-05, 2.0325891e-05, 1.3624236e-05, 8.950965e-06, 1.6372878e-06, 3.8451553e-06, 0.0077160546, 1.1912713e-05, 4.216869e-06, 1.25566e-05, 5.34087e-06, 1.550771e-05, 3.0287101e-06, 2.6005446e-05, 4.01619e-06, 3.417848e-05, 0.00045181552, 0.0048958184, 9.140005e-06, 0.014702273, 0.00051338313, 7.836383e-06, 4.799949e-06, 0.00016932837, 0.00028743444, 0.0001988082, 6.6909255e-05, 0.0030059915, 1.6274447e-05, 3.553774e-06, 5.307791e-05, 4.775193e-06, 2.0506043e-06, 6.534888e-06, 1.7011846e-05, 2.0171192e-06, 0.00014645669, 0.0002093283, 1.4734147e-05, 1.9664544e-06, 1.4670016e-05, 0.0004857183, 8.019417e-06, 3.409555e-06, 0.0029447442, 0.0006603874, 0.001133652, 1.1474018e-05, 3.420625e-06]
GOLD TOK: 	 [['##iv', '##izes']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'there is no more important job than a teacher , and teachers will benefit greatly from these reforms .'
GOLD SEQ: 	 b'there is no more important job than a teacher , and teachers will benefit greatly from these reforms .'
PRED SEQ:	 b'there is no more important job than a teacher , and teachers will benefit greatly from these reforms .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.005106093, 0.00048050532, 0.0012933532, 0.00013930014, 0.0011199409, 0.00014954437, 1.3296266e-05, 3.5982157e-05, 0.00024754068, 3.2157257e-06, 0.0007663257, 0.0016276785, 0.12922381, 0.0067356867, 0.10062039, 7.043451e-06, 0.011820103, 0.5185261, 8.170458e-06]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'the people who will suffer the most as a result of these riots , are law - ab ##idi ##ng african - american residents who live in these communities .'
GOLD SEQ: 	 b'the people who will suffer the most as a result of these riots , are law - ab ##idi ##ng african - american residents who live in these communities .'
PRED SEQ:	 b'the people who will suffer the most as a result of these riots , are law - ab ##idi ##ng african - american residents who live in these communities .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.001504703, 0.00055846263, 0.00016955844, 0.13470133, 0.035582297, 1.8459024e-05, 0.0012644822, 1.0257661e-05, 6.568121e-06, 1.0521995e-05, 1.9646961e-06, 0.008120183, 0.49731028, 6.673997e-06, 0.005866687, 0.08015815, 0.13337502, 0.098735966, 0.0882141, 0.12362997, 0.0018315634, 0.00013049388, 0.0011949975, 0.0007038235, 9.868825e-05, 0.00012613386, 5.9379504e-06, 0.0061298185, 0.0007406026, 4.3183386e-06]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'[ laughter ] hey , never saw anything like this $ 1 . 7 billion ( dollars ) .'
GOLD SEQ: 	 b'[ laughter ] hey , never saw anything like this $ 1 . 7 billion ( dollars ) .'
PRED SEQ:	 b'[ laughter ] hey , never saw anything like this $ 1 . 7 billion ( dollars ) .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.026710778, 0.9501716, 0.055530168, 0.0034749203, 6.0135567e-06, 0.00027661482, 1.0526993e-05, 1.8348073e-05, 1.3300653e-05, 0.00014902723, 9.723559e-05, 1.692448e-05, 2.452662e-06, 5.047303e-06, 1.0516897e-05, 8.656293e-06, 0.0026037334, 2.5901638e-06, 6.159745e-06]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'i always say trojan horse .'
GOLD SEQ: 	 b'i always say trojan horse .'
PRED SEQ:	 b'i always say trojan horse .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.057704017, 0.68956286, 0.053671613, 0.01760081, 0.009049621, 0.0007530636]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"it ' s going to be a victory for you , the american people ."
GOLD SEQ: 	 b"it ' s going to be a victory for you , the american people ."
PRED SEQ:	 b"it ' s going to be a victory for you , the american people ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.05501566, 0.0062312535, 0.0061006024, 0.010110811, 9.132567e-05, 0.00046468832, 0.001003281, 0.10855069, 0.00036549, 0.35253948, 0.001503688, 0.0062983, 0.17160241, 0.14282317, 0.000284133]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'hillary clinton is the most successful person ever to seek the office of the presidency of the united states .'
GOLD SEQ: 	 b'hillary clinton is the most corrupt person ever to seek the office of the presidency of the united states .'
PRED SEQ:	 b'hillary clinton is the most successful person to seek the office of the presidency of the united states .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0047330703, 0.00037403495, 0.23218556, 0.0014851806, 0.0049941796, 0.3129685, 0.049850125, 0.39318284, 3.553805e-05, 0.0008223381, 1.4148202e-05, 0.00039859934, 1.3179629e-05, 6.784167e-06, 2.2534998e-05, 4.139344e-06, 3.747467e-06, 6.5290324e-06, 8.8737825e-06, 8.435002e-06]
GOLD TOK: 	 [['corrupt']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'the nation - state remains the foundation for happiness and harmony .'
GOLD SEQ: 	 b'the nation - state remains the true foundation for happiness and harmony .'
PRED SEQ:	 b'the nation - state remains the foundation for happiness and harmony .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0022163487, 0.01684553, 0.006663509, 0.0092048645, 0.6645074, 0.00072841893, 0.0072918143, 0.0011521736, 0.24282528, 0.0006087936, 0.03527865, 4.6362315e-05]
GOLD TOK: 	 [['true']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'[ film performance in back to mike pen ##ce .'
GOLD SEQ: 	 b'[ applause ] back to mike pen ##ce .'
PRED SEQ:	 b'[ film performance in back to mike pen ##ce .'
GOLD DIST: 	 [0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.9702739, 0.00014256881, 0.0037226845, 7.640895e-06, 1.2928156e-05, 9.576959e-06, 2.556153e-06, 1.8658507e-06, 1.8223261e-06, 3.89906e-06]
GOLD TOK: 	 [['applause', ']']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'my opponent has called for a 550 % increase in syrian - - think of this .'
GOLD SEQ: 	 b'my opponent has called for a radical 550 % increase in syrian - - think of this .'
PRED SEQ:	 b'my opponent has called for a 550 % increase in syrian - think of this .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.06755426, 0.10512719, 0.00208669, 0.0008857196, 2.5261626e-05, 0.00010515686, 0.005978122, 0.00031819302, 0.0020556522, 0.00042312336, 0.11542032, 0.71545327, 0.59034467, 0.018510846, 2.0372701e-05, 0.00091521343, 3.8167116e-05]
GOLD TOK: 	 [['radical']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"the democratic party has taken the votes of african americans for granted , and they ' ve done nothing in return ."
GOLD SEQ: 	 b"the democratic party has taken the votes of african americans totally for granted , and they ' ve done nothing in return ."
