################################################################################
IN SEQ: 	 b'to make life safe in america , we must also address the growing threats we face from outside the country : we are going to defeat the political war of isis , and we are going to defeat them fast .'
PRED DIST: 	 [-0.27201647, -0.0415924, -0.40232462, -0.47686142, -0.3851034, -0.15221728, 0.38807246, 0.6966088, 0.64523643, 0.20432533, 0.5876218, 0.028304838, 0.27254045, 0.51963544, 0.08635136, 0.5547556, 0.47824737, 0.6812452, 0.45604637, 0.4763643, -0.13425457, -0.1252166, -0.15726128, -0.086251944, 0.007858977, 0.099220335, 0.23760839, 0.004313048, -0.1678709, 0.041420635, 0.28557122, 0.27604648, 0.18696246, 0.34186536, 0.008649059, 0.21886231, 0.14204898, 0.061022148]
GOLD TOK: 	 [['ugly']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'[ boo ##ing ] right here in this community , you have lost 1 in 7 manufacturing jobs since bill clinton put china into the world trade organization .'
GOLD SEQ: 	 b'[ boo ##ing ] right here in this community , you have lost 1 in 7 manufacturing jobs since bill clinton put china into the world trade organization .'
PRED SEQ:	 b'[ boo ##ing ] right here in this community , you have lost 1 in 7 manufacturing jobs since bill clinton put china into the world trade organization .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.24595559, 0.4993846, 0.50256693, -0.1489774, 0.49761477, 0.26143047, 0.37816542, 0.33403137, 0.019041643, 0.13953306, 0.33960783, 0.40521562, 0.4061641, 0.37809527, 0.8424444, 0.39861757, 0.5232625, 0.6078927, 0.47033882, 0.7895397, 0.64521575, 0.5366504, 0.58391416, 0.6566762, 0.80001044, 0.65932554, 0.64530325, 0.7314533, 0.42729896]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'this is what i promise to african - americans , hispanic - americans , and all americans .'
GOLD SEQ: 	 b'this is what i promise to african - americans , hispanic - americans , and all americans .'
PRED SEQ:	 b'this is what i promise to african - americans , hispanic - americans , and all americans .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.27251467, -0.036636736, -0.16811255, -0.28114644, -0.08767538, 0.08254499, 0.3980567, 0.48620445, 0.4145939, 0.11531262, 0.03384476, 0.5942034, 0.3754191, -0.03107521, 0.37175927, 0.26759887, 0.23575515, -0.029975548]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'i say it all the time .'
GOLD SEQ: 	 b'i say it all the time .'
PRED SEQ:	 b'i say it all the time .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.07314992, 0.27489907, 0.5382488, 0.60131836, 0.80762756, 0.3921327, 0.29112682]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'you are voting to believe in your country .'
GOLD SEQ: 	 b'you are voting to believe in your country .'
PRED SEQ:	 b'you are voting to believe in your country .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.15989153, 0.021798328, 0.0130658895, 0.16031119, 0.10405073, 0.25364658, 0.35873246, 0.17854506, 0.028728992]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"but there ' s something more than the time , and there ' s something nice about that ."
GOLD SEQ: 	 b"but there ' s something nice about that ."
PRED SEQ:	 b"according to the time , according to be the united states there ' s something more than the time , and there ' s something nice about that ."
GOLD DIST: 	 [0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.12434119, 0.3023658, 0.45472598, 0.3938833, 0.27062976, 0.29410532, 0.33068043, 0.5805835, 0.27832294, 0.09286068, 0.26003757, 0.22385852, 0.43068224, 0.3873348, 0.19839896, 0.22300334, 0.4323228, 0.41290906, 0.113080755]
GOLD TOK: 	 []
PRED TOK: 	 [['according', 'to', 'the', 'time', ',', 'according', 'to', 'be', 'the', 'united', 'states']]
################################################################################
IN SEQ: 	 b"the current campaign is about representing the great majority of americans republicans , democrats , independents , conservatives and liberals who read the newspaper , or turn on the tv , and don ' t hear anyone speaking for them ."
GOLD SEQ: 	 b"our campaign is about representing the great majority of americans republicans , democrats , independents , conservatives and liberals who read the newspaper , or turn on the tv , and don ' t hear anyone speaking for them ."
PRED SEQ:	 b"the current campaign is about representing the majority of americans republicans , democrats , independents , conservatives and liberals who read the newspaper , or turn on the tv , and don ' t hear anyone speaking for them ."
GOLD DIST: 	 [1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.10667418, -0.12903121, 0.22814268, 0.16385457, 0.31050777, 0.19937626, 0.30079606, 0.26890793, 0.18165657, 0.39215955, 0.0070592314, 0.18030694, -0.0046458915, 0.40747416, -0.07099304, 0.18927522, -0.04357558, 0.27178872, 0.029296279, 0.21650302, 0.34545428, 0.3504771, 0.4873095, 0.3711455, 0.13378623, 0.42652366, 0.32090753, 0.28490654, 0.50454843, 0.4704498, -0.04904872, 0.30207342, 0.2503869, 0.03317903, 0.29355884, 0.5923178, 0.352028, 0.5346903, 0.4461215, 0.5584646, 0.20745786]
GOLD TOK: 	 [['our']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'its united states emptied out michigan , its emptied out new england .'
GOLD SEQ: 	 b'its emptied out michigan , its emptied out new england .'
PRED SEQ:	 b'its united states emptied out michigan , its emptied out new england .'
GOLD DIST: 	 [0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.13956048, 0.36901253, 0.27208614, 0.14177758, 0.35360575, 0.21471077, 0.307535, 0.41911903, 0.29419258, 0.46653455, 0.5363686, 0.1877889, 0.24025655]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"[ applause ] while this is really a meeting and that ' s what it is , it ' s a meeting of very , very special people and i appreciate you all being here ."
GOLD SEQ: 	 b"[ applause ] while this is really a meeting and that ' s what it is , it ' s a meeting of very , very special people and i appreciate you all being here ."
PRED SEQ:	 b"[ applause ] while this is really a meeting and that ' s what it is , it ' s a meeting of very , very special people and i appreciate you all being here ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.33135137, -0.071445614, -0.2675125, 0.23706713, 0.13490802, 0.28501368, 0.26020733, 0.5099242, 0.5382291, 0.23850796, 0.46448913, 0.063327484, 0.08196621, 0.44237536, 0.80643666, 0.36579162, 0.1864283, 0.29663128, 0.29267618, 0.27860287, 0.5605735, 0.5164503, 0.4269585, 0.40985897, 0.20606394, 0.3239386, 0.09777499, 0.3222523, 0.1613782, 0.06180635, 0.31494963, 0.11506936, 0.26000094, 0.3479954, 0.37596434, 0.08577354]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"that ' s just political - speak for a new tax on coal and shale production a tax on american consumers ."
GOLD SEQ: 	 b"that ' s just political - speak for a massive new tax on coal and shale production a tax on american consumers ."
PRED SEQ:	 b"that ' s political - speak for a new tax on coal and shale production a tax on american consumers ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.060986042, 0.22499228, 0.11808768, 0.24122463, 0.11055566, 0.2874416, 0.13467401, 0.12663826, 0.44245088, 0.23840186, 0.3219486, 0.4608384, 0.40820187, 0.44208682, 0.3998417, 0.31104982, 0.39540502, 0.4694503, 0.41479194, 0.46500057, 0.36276478, 0.20023713]
GOLD TOK: 	 [['massive']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'the disdain that hillary clinton expressed towards millions of americans di ##s ##qual ##ifies her from public service .'
GOLD SEQ: 	 b'the disdain that hillary clinton expressed towards millions of decent americans di ##s ##qual ##ifies her from public service .'
PRED SEQ:	 b'the disdain that hillary clinton expressed towards millions of americans di ##s ##qual ##ifies her from public service .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.38607407, 0.30486524, 0.607993, 0.81311727, 0.56031203, 0.5069038, 0.570076, 0.43128094, 0.6268667, 0.3920252, 0.41816208, 1.0749623, 0.5524127, 0.40031907, 0.47910798, 0.4043426, 0.49121344, 0.38139164, 0.4223954]
GOLD TOK: 	 [['decent']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'no , it appears 26 days before the election .'
GOLD SEQ: 	 b'no , it only appears 26 days before the election .'
PRED SEQ:	 b'no , it is said 26 days before the election .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.000871202, 0.14650513, 0.26564655, 0.20335154, 0.0061412677, 0.23937708, 0.33962482, 0.6314413, 0.45895585, 0.27479285]
GOLD TOK: 	 [['only']]
PRED TOK: 	 [['is', 'said']]
################################################################################
IN SEQ: 	 b'[ applause ] and this is our chance to break free from the failures of the past and to create a new american future .'
GOLD SEQ: 	 b'[ applause ] and this is our chance to break free from the bitter failures of the past and to create a new american future .'
PRED SEQ:	 b'[ applause ] and this is our chance to break free from the failures of the past and to create a new american future .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.05805871, 0.055013806, -0.15068726, 0.20385654, 0.19357651, 0.0977765, -0.14092731, -0.07035431, 0.05048208, -0.110099524, -0.14339514, 0.04917235, 0.30692795, 0.14304325, 0.3792525, 0.29688525, 0.13146079, -0.053029865, 0.06772244, 0.21793084, 0.27651325, 0.2765602, 0.23925808, 0.32305452, 0.25001842]
GOLD TOK: 	 [['bitter']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"according to the time , i speak to border guards and they tell us what we ' re getting ."
GOLD SEQ: 	 b"but i speak to border guards and they tell us what we ' re getting ."
PRED SEQ:	 b"according to the time , i speak to border guards and they tell us what we ' re getting ."
GOLD DIST: 	 [1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.035432033, 0.22212096, 0.2959271, 0.3229285, 0.08569355, 0.1603398, 0.307908, 0.3671412, 0.21348096, 0.439727, 0.29832485, 0.50482875, 0.34544727, 0.28763577, 0.38478053, 0.16661623, 0.65022254, 0.6388298, 0.35821483, 0.22385237]
GOLD TOK: 	 [['but']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"i ' m going to fight for every worker who deserves a raise , and for every community whose jobs and dreams have been removed out and shipped to other countries ."
GOLD SEQ: 	 b"i ' m going to fight for every worker who deserves a raise , and for every community whose jobs and dreams have been ripped out and shipped to other countries ."
PRED SEQ:	 b"i ' m going to fight for every worker who deserves a raise , and for every community whose jobs and dreams have been removed out and shipped to other countries ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.05835156, 0.5949196, 0.33132368, 0.15056272, 0.2330244, -0.1018064, 0.21436192, 0.12988664, 0.14563765, 0.5038253, 0.46902454, 0.8231709, 0.39049065, 0.13543917, 0.22429703, 0.30281112, 0.18932402, 0.08903706, 0.7141986, 0.5985308, 0.8611088, 0.5458771, 1.1354548, 1.196171, 0.97794783, 0.9936966, 1.035333, 0.94508153, 1.1365551, 1.1980684, 0.97203207, 0.38064602]
GOLD TOK: 	 [['ripped']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'we have a negative temperament .'
GOLD SEQ: 	 b'we have a winning temperament .'
PRED SEQ:	 b'we have a negative temperament .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 1.0, 0.0, 0.0]
PRED DIST: 	 [0.062265053, 0.23529038, 0.4640067, 0.31532496, 0.22901905, 0.18056223]
GOLD TOK: 	 [['winning']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"[ applause ] he ' s a good man ."
GOLD SEQ: 	 b"[ applause ] he ' s a good man ."
PRED SEQ:	 b"[ applause ] he ' s a good man ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.3299164, 0.3120325, 0.09766819, 0.6078234, 0.27450293, 0.49047628, 0.7643677, 0.508777, 0.68830323, 0.6490941]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'and reporters responded the clinton ##s with praise .'
GOLD SEQ: 	 b'and reporters sm ##oth ##ering the clinton ##s with praise .'
PRED SEQ:	 b'and reporters responded the clinton ##s with his .'
GOLD DIST: 	 [0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.122672774, 0.10445054, 0.14246137, 0.73467326, 0.74529123, 0.6862215, 0.30676797, 0.14618464, 0.09685819]
GOLD TOK: 	 [['sm', '##oth', '##ering']]
PRED TOK: 	 [['his']]
################################################################################
IN SEQ: 	 b'a lot of it in small donations and the united states raised $ 82 million in july .'
GOLD SEQ: 	 b'a lot of it in small donations and we raised $ 82 million in july .'
PRED SEQ:	 b'a lot of it in donations and the united states raised $ 82 million in july .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.25229728, 0.23481387, 0.5792013, 0.44223782, 0.3598922, 0.23622099, 0.25743312, 0.61198556, 0.8124423, 0.69343114, 0.57476187, 0.45261484, 0.6960546, 0.5107738, 0.612143, 0.8004078, 0.4959712, 0.596573]
GOLD TOK: 	 [['we']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'allows americans to de ##du ##ct child ##care and elder care from their taxes , inc ##ent ##iv ##izes employers to provide on - site child ##care services , and you see that with a couple of companies and it is such a great thing to see and creates tax - free dependent care savings accounts for both young and elderly dependent ##s , with matching contributions for low - income families .'
GOLD SEQ: 	 b'allows americans to de ##du ##ct child ##care and elder care from their taxes , inc ##ent ##iv ##izes employers to provide on - site child ##care services , and you see that with a couple of companies and it is such a great thing to see and creates tax - free dependent care savings accounts for both young and elderly dependent ##s , with matching contributions for low - income families .'
PRED SEQ:	 b'allows americans to de ##du ##ct child ##care and elder care from their taxes , inc ##ent ##iv ##izes employers to provide on - site child ##care services , and you see that with a couple of companies and it is such a great thing to see and creates tax - free dependent care savings accounts for both young and elderly dependent ##s , with matching contributions for low - income families .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.3583538, 0.31779572, 0.2725076, 0.2605702, 0.4655941, 0.40635934, 0.72012365, 0.627898, 0.3557017, 0.5932164, 0.48533618, 0.30503702, 0.16271842, 0.09369713, 0.14987104, 0.36428815, 0.22354138, 0.33025587, 0.16835669, 0.2817216, 0.274576, 0.40247285, 0.4229319, 0.5706325, 0.4091402, 0.74387085, 0.72779703, 0.46926802, -0.14580438, 0.42699417, 0.4272739, 0.4535592, 0.44811666, 0.4479739, 0.65264225, 0.5802119, 0.5569564, 0.5413599, 0.40165958, 0.3489322, 0.3849777, 0.47046584, 0.6825478, 0.36232376, 0.34694886, 0.4379052, 0.38926044, 0.34636566, 0.37496656, 0.5372423, 0.7601708, 0.46763995, 0.60417426, 0.68750787, 0.4648064, 0.57832354, 0.48168105, 0.4029146, 0.7146944, 0.5982634, 0.5760375, 0.5797386, 0.55434537, 0.08643776, 0.3913106, 0.2260001, 0.509773, 0.5668882, 0.78729904, 0.9228099, 0.700485, 0.58899945, 0.5234819]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'there is no more important job than a teacher , and teachers will benefit greatly from these reforms .'
GOLD SEQ: 	 b'there is no more important job than a teacher , and teachers will benefit greatly from these reforms .'
PRED SEQ:	 b'there is no more important job than a teacher , and teachers will benefit greatly from these reforms .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.16912238, 0.29402807, 0.077205755, 0.29920405, 0.16579881, 0.32175237, 0.33187827, 0.39349556, 0.31672394, 0.056900956, 0.26114914, 0.3266695, 0.08018598, 0.27747703, 0.3524069, 0.40192038, 0.3197853, 0.21156937, 0.15366623]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'the people who will suffer the most as a result of these riots , are african - ab ##idi ##ng african - american residents who live in these communities .'
GOLD SEQ: 	 b'the people who will suffer the most as a result of these riots , are law - ab ##idi ##ng african - american residents who live in these communities .'
PRED SEQ:	 b'the people who will suffer the most as a result of these riots , are african - ab ##idi ##ng african - american residents who live in these communities .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.072497, 0.07640424, 0.08765946, 0.085783646, 0.17868826, 0.25215012, 0.2346378, 0.33413202, 0.6014653, 0.232822, 0.53134894, 0.44346195, 0.37665987, -0.04938504, 0.45412606, 0.8027192, 0.63306254, 0.5777633, 0.59895563, 0.35635382, 0.76479125, 0.69143236, 0.74292576, 0.176766, 0.2735167, 0.28905314, 0.4864676, 0.46045554, 0.2203573, 0.26930317]
GOLD TOK: 	 [['law']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'[ laughter ] hey , never saw anything like this $ 1 . 7 billion ( dollars ) .'
GOLD SEQ: 	 b'[ laughter ] hey , never saw anything like this $ 1 . 7 billion ( dollars ) .'
PRED SEQ:	 b'[ laughter ] hey , never saw anything like this $ 1 . 7 billion ( dollars ) .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0045642406, 0.15934938, -0.07356618, 0.21301113, -0.0153195, 0.072058655, 0.5443531, 0.59060395, 0.9143839, 0.6714683, 0.37591603, 0.27049172, 0.3224514, 0.2515782, 0.4593507, 0.667717, 0.43034947, 0.48346156, 0.36654404]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'i always say trojan horse .'
GOLD SEQ: 	 b'i always say trojan horse .'
PRED SEQ:	 b'i always say trojan horse .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.056717396, 0.1005165, 0.26291853, 0.29845935, 0.30018857, 0.07854028]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"it ' s going to be a victory for you , the american people ."
GOLD SEQ: 	 b"it ' s going to be a victory for you , the american people ."
PRED SEQ:	 b"it ' s going to be a victory for you , the american people ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.016074054, 0.46674952, 0.28532273, 0.3512764, 0.56792694, 0.5554547, 0.76156414, 0.4250911, 0.57028556, 0.3347633, 0.24429649, 0.7020295, 0.36052367, 0.4237607, 0.27108008]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'hillary clinton is the most corrupt person ever to seek the office of the presidency of the united states .'
GOLD SEQ: 	 b'hillary clinton is the most corrupt person ever to seek the office of the presidency of the united states .'
PRED SEQ:	 b'hillary clinton is the most corrupt person ever to seek the office of the presidency of the united states .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.016754944, 0.27583563, 0.17781326, 0.41016686, 0.3032795, 0.32186133, 0.45806858, 0.33824682, 0.36000478, 0.1806448, 0.4950004, 0.4605774, 0.6537652, 0.7028718, 0.5652757, 0.6357988, 0.6375667, 0.5012516, 0.3215962, 0.17148826]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'the nation - state remains the largest foundation for happiness and harmony .'
GOLD SEQ: 	 b'the nation - state remains the true foundation for happiness and harmony .'
PRED SEQ:	 b'the nation is the largest foundation for happiness and harmony .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.010705352, 0.07827903, 0.10949409, 0.13527179, -0.040601652, 0.32092237, 0.071918726, 0.013756901, 0.21316999, 0.08620301, 0.29903102, 0.20983927, 0.16033827]
GOLD TOK: 	 [['true']]
PRED TOK: 	 [['is']]
################################################################################
IN SEQ: 	 b'[ controversy ] back to mike pen ##ce .'
GOLD SEQ: 	 b'[ applause ] back to mike pen ##ce .'
PRED SEQ:	 b'[ controversy ] back to mike pen ##ce .'
GOLD DIST: 	 [0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.16147801, 0.00859426, -0.21202083, 0.21222267, 0.30164722, 0.28314358, 0.5304991, 0.527654, 0.23045516]
GOLD TOK: 	 [['applause']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'my opponent has called for a 550 % increase in syrian - - think of this .'
GOLD SEQ: 	 b'my opponent has called for a radical 550 % increase in syrian - - think of this .'
PRED SEQ:	 b'the opponent has called for a 550 % increase in syrian - - think of this .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.037467036, 0.29923782, 0.2595077, 0.32132497, 0.41837648, 0.35167837, 0.21935186, 0.27671114, 0.37395576, 0.60300076, 0.061561882, 0.23654667, 0.14723046, 0.37210628, 0.43822443, 0.30234024, 0.2789718]
GOLD TOK: 	 [['radical']]
PRED TOK: 	 [['the']]
################################################################################
IN SEQ: 	 b"the democratic party has taken the votes of african americans in granted , and they ' ve done nothing in return ."
GOLD SEQ: 	 b"the democratic party has taken the votes of african americans totally for granted , and they ' ve done nothing in return ."
PRED SEQ:	 b"the democratic party has taken the votes of african americans in granted , and they ' ve done nothing in return ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.10464288, 0.24377108, 0.20367712, 0.20749408, 0.2531075, 0.48213315, 0.22074556, 0.478333, 0.50256747, 0.40528, 0.34002173, -0.10716033, 0.02549113, 0.34907743, 0.44097382, 0.53364414, 0.38282952, 0.33178553, 0.18163954, 0.60671604, 0.28923625, 0.21282728]
GOLD TOK: 	 [['totally', 'for']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'he said one thing about me .'
GOLD SEQ: 	 b'he said one nice thing about me .'
PRED SEQ:	 b'he said one of his thing about me .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.026925802, 0.0918311, 0.27174687, 0.31669557, 0.4986738, 0.26539686, 0.18278873]
GOLD TOK: 	 [['nice']]
PRED TOK: 	 [['of', 'his']]
################################################################################
IN SEQ: 	 b'one order after another .'
GOLD SEQ: 	 b'one law ##less order after another .'
PRED SEQ:	 b'one order after another .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.07262606, 0.11543578, 0.12754308, 0.22748157, 0.24152538]
GOLD TOK: 	 [['law', '##less']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"but this counter ##pro ##gram ##ming the democratic convention is different than what we ' ve seen in previous campaigns ."
GOLD SEQ: 	 b"but this aggressive counter ##pro ##gram ##ming the democratic convention is different than what we ' ve seen in previous campaigns ."
PRED SEQ:	 b"but this counter ##pro ##gram ##ming the democratic convention is different than what we ' ve seen in previous campaigns ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.21856713, 0.17984143, 0.32976377, 0.6017959, 0.5582038, 0.56795776, 0.5500277, 0.595727, 0.3708022, 0.4000455, 0.41943303, 0.7480437, 0.5467894, 0.17778428, 0.1161727, 0.54522896, 0.4571483, 0.61860704, 0.33655214, 0.6067214, 0.05564165]
GOLD TOK: 	 [['aggressive']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'islamic terrorism has spread within the united states .'
GOLD SEQ: 	 b'islamic terrorism has spread within our shores .'
