################################################################################
IN SEQ: 	 b'to make life safe in america , we must also address the growing threats we face from outside the country : we are going to defeat the of isis , and we are going to defeat them fast .'
################################################################################
IN SEQ: 	 b'[ [ ] right here in this community , you have lost 1 in 7 manufacturing jobs since bill clinton put china into the world trade organization .'
GOLD SEQ: 	 b'[ boo ##ing ] right here in this community , you have lost 1 in 7 manufacturing jobs since bill clinton put china into the world trade organization .'
PRED SEQ:	 b'[ [ ] right here in this community , you have lost 1 in 7 manufacturing jobs since bill clinton put china into the world trade organization .'
GOLD DIST: 	 [0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.25295424, -0.043558694, 0.14705262, -0.0655131, -0.1112154, 0.082184985, -0.12562793, -0.36842182, -0.32375693, -0.21992368, -0.2736162, -0.046636462, -0.1919859, 0.026842467, -0.08307086, -0.061508916, -0.11192891, -0.3400834, -0.32340014, -0.38573378, -0.3126086, -0.3915057, -0.30054992, -0.45300895, -0.28844947, -0.32129246, -0.30275375, -0.34687954]
GOLD TOK: 	 [['boo', '##ing']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'this is what i saw to african - americans , hispanic - americans , and all americans .'
GOLD SEQ: 	 b'this is what i promise to african - americans , hispanic - americans , and all americans .'
PRED SEQ:	 b'this is what i claimed to african - americans , hispanic - americans , and all americans .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.10773277, -0.13321365, -0.15088922, -0.058213174, -0.56545156, 0.1066759, 0.25432527, 0.13141099, -0.04559146, -0.13301909, 0.2102087, -0.1796052, -0.14510915, -0.49423096, -0.071059674, 0.17484081, 0.2127783, -0.37991816]
GOLD TOK: 	 [['promise']]
PRED TOK: 	 [['claimed']]
################################################################################
IN SEQ: 	 b'i say it all the time .'
GOLD SEQ: 	 b'i say it all the time .'
PRED SEQ:	 b'i say it all the time .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.44764215, -0.34328854, -0.33738822, -0.23888862, -0.19378786, -0.46752128, -0.50004]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'you are voting to believe in your country .'
GOLD SEQ: 	 b'you are voting to believe in your country .'
PRED SEQ:	 b'you are voting to believe in your country .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.105987325, 0.054263286, 0.018966205, 0.341789, -0.02553169, 0.19676334, 0.07672721, 0.09844766, -0.15724312]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"there ' s something nice about that ."
GOLD SEQ: 	 b"but there ' s something nice about that ."
PRED SEQ:	 b"there ' s something more than as the time , and the time ,"
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.17948204, 0.053588286, -0.12970585, 0.18999824, 0.2034276, 0.42413738, -0.0030163676, -0.19910191]
GOLD TOK: 	 [['but']]
PRED TOK: 	 [['more', 'than', 'as', 'the', 'time', ',', 'and', 'the', 'time', ',']]
################################################################################
IN SEQ: 	 b"our campaign is about representing the great majority of americans republicans , democrats , independents , conservatives and liberals who read the newspaper , or turn on the tv , and don ' t hear anyone speaking for them ."
GOLD SEQ: 	 b"our campaign is about representing the great majority of americans republicans , democrats , independents , conservatives and liberals who read the newspaper , or turn on the tv , and don ' t hear anyone speaking for them ."
PRED SEQ:	 b"the current campaign is about representing the great majority of americans republicans , democrats , independents , conservatives and liberals who read the newspaper , or turn on the tv , and don ' t hear anyone speaking for them ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.07954387, -0.03205629, 0.17915007, 0.07366244, 0.31081775, 0.13647233, -0.14419489, 0.07337327, 0.4479626, 0.12452297, 0.030024022, -0.06673391, -0.13100393, -0.029081196, -0.08961809, -0.045410067, -0.070306376, 0.064989746, 0.056872256, 0.18629229, 0.17185795, 0.14600015, 0.09080794, 0.16068181, 0.20321342, 0.12577963, 0.28357005, 0.094123304, 0.16754445, -0.5575655, 0.1994609, 0.1401518, -0.50035024, 0.16854349, 0.14767732, 0.120547235, 0.030373797, 0.05461338, 0.365605, -0.46837494]
GOLD TOK: 	 []
PRED TOK: 	 [['the', 'current']]
################################################################################
IN SEQ: 	 b'its emptied out michigan , its emptied out new england .'
GOLD SEQ: 	 b'its emptied out michigan , its emptied out new england .'
PRED SEQ:	 b'its united states emptied out michigan , its emptied out new england .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.34173143, -0.083850294, -0.031018998, -0.05199498, -0.22083054, -0.1922811, -0.079754695, 0.07652883, 0.40128338, 0.2658413, -0.3006551]
GOLD TOK: 	 []
PRED TOK: 	 [['united', 'states']]
################################################################################
IN SEQ: 	 b"[ applause ] while this is really a meeting and that ' s what it is , it ' s a meeting of very , very special people and i appreciate you all here ."
GOLD SEQ: 	 b"[ applause ] while this is really a meeting and that ' s what it is , it ' s a meeting of very , very special people and i appreciate you all being here ."
PRED SEQ:	 b"[ applause ] while this is really a meeting and that ' s what it is , it ' s a meeting of very , very special people and i appreciate you all here ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.47961438, -0.19807908, -0.11445789, -0.04546137, 0.04350762, 0.10206246, 0.14560759, 0.075610325, 0.03533078, 0.27696788, -0.10508211, -0.3592406, -0.08210918, 0.14096768, -0.009379931, -0.0794813, -0.0053147348, -0.0498841, 0.09452289, 0.028444394, 0.19559322, 0.02962643, 0.15611024, 0.038805515, -0.37503558, -0.08562049, 0.066724494, 0.18263009, 0.09846781, -0.2508207, -0.37838396, 0.10515748, -0.2578892, -0.2432948, -0.52297324]
GOLD TOK: 	 [['being']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"that ' s just political - speak for a new tax on coal and shale production a tax on american consumers ."
GOLD SEQ: 	 b"that ' s just political - speak for a massive new tax on coal and shale production a tax on american consumers ."
PRED SEQ:	 b"that ' s political - speak for a new tax on coal and shale production a tax on american consumers ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.24113157, -0.087525606, -0.21497303, -0.21017739, -0.13312629, -0.14824697, -0.21707267, -0.16436571, -0.015264541, -0.091232136, -0.057285216, 0.005582478, -0.21537125, -0.2353645, -0.4555973, -0.27973053, -0.21262398, -0.2725349, -0.00066613406, -0.29143515, -0.24409509, -0.35962725]
GOLD TOK: 	 [['massive']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'the disdain that hillary clinton expressed towards millions of americans di ##s ##qual ##ifies her from public service .'
GOLD SEQ: 	 b'the disdain that hillary clinton expressed towards millions of decent americans di ##s ##qual ##ifies her from public service .'
PRED SEQ:	 b'the disdain that hillary clinton expressed towards millions of americans di ##s ##qual ##ifies her from public service .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.34504488, -0.12778813, -0.069508746, -0.11565692, -0.24054292, 0.018978678, 0.2408978, -0.0134072155, 0.25922012, 0.08512251, 0.43654233, 0.4087816, 0.29652032, 0.3430646, -0.05578163, 0.02922666, 0.24776113, 0.06112566, -0.39074916]
GOLD TOK: 	 [['decent']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'no , it appears 26 days before the election .'
GOLD SEQ: 	 b'no , it only appears 26 days before the election .'
PRED SEQ:	 b'no , it is said 26 days before the election .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.07921018, -0.04167939, 0.08076909, 0.18592998, 0.13417846, 0.19425853, 0.3165065, 0.20773774, 0.041380517, -0.21587309]
GOLD TOK: 	 [['only']]
PRED TOK: 	 [['is', 'said']]
################################################################################
IN SEQ: 	 b'[ applause ] and this is our chance to break free from the failures of the past and to create a new american future .'
GOLD SEQ: 	 b'[ applause ] and this is our chance to break free from the bitter failures of the past and to create a new american future .'
PRED SEQ:	 b'[ applause ] and this is our chance to break free from the failures of the past and to create a new american future .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.34126166, -0.18335626, -0.20917057, -0.13425685, -0.36712128, -0.32073715, -0.17561541, -0.29119676, -0.12765658, -0.28520027, -0.32636386, -0.2202211, 0.097082704, -0.0724456, 0.12572418, -0.14576478, -0.15764819, 0.07740173, -0.04887656, -0.1549423, -0.11278437, -0.060684025, -0.21388488, -0.24126856, -0.35011837]
GOLD TOK: 	 [['bitter']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"i speak to border guards and they tell us what we ' re getting ."
GOLD SEQ: 	 b"but i speak to border guards and they tell us what we ' re getting ."
PRED SEQ:	 b"i speak to border guards and they tell us what we ' re getting ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.31217253, -0.3007468, 0.04322882, -0.20103759, 0.040805154, -0.050232172, -0.08704252, -0.16120856, 0.1508754, -0.14671797, -0.21007004, -0.18292771, -0.35657156, -0.24200541, -0.2895866]
GOLD TOK: 	 [['but']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"i ' m going to fight for every worker who deserves a raise , and for every community whose jobs and dreams have been ripped out and shipped to other countries ."
GOLD SEQ: 	 b"i ' m going to fight for every worker who deserves a raise , and for every community whose jobs and dreams have been ripped out and shipped to other countries ."
PRED SEQ:	 b"i ' m going to fight for every worker who deserves a raise , and for every community whose jobs and dreams have been removed out and shipped to other countries ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.14574742, 0.012843378, -0.27238464, -0.17801559, -0.014137149, -0.11981548, -0.008861423, -0.40241793, -0.38444042, -0.036624253, -0.20760822, -0.18686645, -0.2783957, -0.2695021, -0.1928447, 0.027573586, -0.26116568, -0.31759658, 0.021365285, -0.006259352, 0.022177659, -0.099079, 0.054561168, 0.08841197, -0.03454879, 0.057563808, 0.074739575, -0.12196268, 0.06563427, -0.08400803, -0.08288088, -0.39853013]
GOLD TOK: 	 []
PRED TOK: 	 [['removed']]
################################################################################
IN SEQ: 	 b'we have a temperament .'
GOLD SEQ: 	 b'we have a winning temperament .'
PRED SEQ:	 b'we have a temperament .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.23679526, -0.1891006, -0.107918836, -0.18765232, -0.25208652]
GOLD TOK: 	 [['winning']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"[ film s he ' s a good man ."
GOLD SEQ: 	 b"[ applause ] he ' s a good man ."
PRED SEQ:	 b"[ film s he ' s he ' s a good man ."
GOLD DIST: 	 [0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.1582883, 0.124667585, -0.025510758, 0.074741006, -0.53383917, 0.13268223, -0.04202673, -0.044873156, -0.03274986, -0.3343604]
GOLD TOK: 	 [['applause', ']']]
PRED TOK: 	 [['s', 'he', "'"]]
################################################################################
IN SEQ: 	 b'and reporters criticized the clinton ##s with praise .'
GOLD SEQ: 	 b'and reporters sm ##oth ##ering the clinton ##s with praise .'
PRED SEQ:	 b'and reporters criticized the clinton ##s with their .'
GOLD DIST: 	 [0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.17704177, -0.12740412, 0.09098899, 0.12916654, 0.20071444, 0.07891753, 0.22253272, 0.088177726, -0.13968572]
GOLD TOK: 	 [['sm', '##oth', '##ering']]
PRED TOK: 	 [['their']]
################################################################################
IN SEQ: 	 b'a lot of it in small donations and raised $ 82 million in july .'
GOLD SEQ: 	 b'a lot of it in small donations and we raised $ 82 million in july .'
PRED SEQ:	 b'a lot of it in donations and raised $ 82 million in july .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.14568399, 0.018056251, 0.1746319, 0.07532186, 0.18604323, 0.13599911, -0.01569188, 0.07570499, 0.13160814, 0.15451056, -0.2768106, -0.019880414, 0.24891867, -0.07108622, -0.15304603]
GOLD TOK: 	 [['we']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'allows americans to de ##du ##ct child ##care and elder care from their taxes , inc ##ent employers to provide on - site child ##care services , and you see that with a couple of companies and it is such a great thing to see and creates tax - free dependent care savings accounts for both young and elderly dependent ##s , with matching contributions for low - income families .'
GOLD SEQ: 	 b'allows americans to de ##du ##ct child ##care and elder care from their taxes , inc ##ent ##iv ##izes employers to provide on - site child ##care services , and you see that with a couple of companies and it is such a great thing to see and creates tax - free dependent care savings accounts for both young and elderly dependent ##s , with matching contributions for low - income families .'
PRED SEQ:	 b'is intended to de ##du ##ct child ##care and elder care from their taxes , inc ##ent employers to provide on - site child ##care services , and you see that with a couple of companies and it is such a great thing to see and creates tax - free dependent care savings accounts for both young and elderly dependent ##s , with matching contributions for low - income families .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.44830447, -0.26479903, -0.007025793, 0.20598441, 0.18333179, 0.1132305, 0.4138828, 0.40098166, -0.0395192, 0.15966584, 0.07956445, -0.16106895, 0.23459351, -0.10388309, -0.2268751, -0.00096029043, 0.08265695, 0.19511282, 0.23177361, 0.14292096, 0.25602642, 0.09776148, -0.014367014, 0.34213912, 0.5010052, -0.022451643, -0.51176745, 0.0144491475, 0.3031274, -0.10697883, 0.10957335, 0.26615727, 0.3647183, 0.24028477, 0.29260147, 0.11399494, -0.011930905, -0.1948579, 0.16488132, 0.011662725, 0.24800685, 0.14010708, 0.14554232, 0.15107761, -0.062617436, 0.19036916, 0.076851964, 0.013470449, 0.0041358247, -0.09215746, 0.14749895, 0.1977494, -0.18717974, -0.034350403, 0.109175965, -0.19864856, -0.027833201, -0.090147145, -0.28769314, -0.050467268, -0.100078076, -0.3559376, 0.0029660873, -0.15732999, -0.32038236, 0.0060718805, -0.26718435, -0.06331678, -0.25112557, -0.43880498, -0.47612727]
GOLD TOK: 	 [['##iv', '##izes']]
PRED TOK: 	 [['is', 'intended']]
################################################################################
IN SEQ: 	 b'there is no more important job than a teacher , and teachers will benefit greatly from these reforms .'
GOLD SEQ: 	 b'there is no more important job than a teacher , and teachers will benefit greatly from these reforms .'
PRED SEQ:	 b'there is no more important job than a teacher , and teachers will benefit greatly from these reforms .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.08914056, 0.049773663, 0.06259803, 0.107006446, 0.2856157, 0.37683392, 0.056289975, 0.24754989, 0.16417412, 0.0004575923, 0.0016409159, 0.29147562, -0.21904457, -0.10383693, 0.046121247, -0.00088166445, -0.030827634, 0.0039151907, -0.14163126]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'the people who will suffer the most as a result of these riots , are law - ab ##idi ##ng african - american residents who live in these communities .'
GOLD SEQ: 	 b'the people who will suffer the most as a result of these riots , are law - ab ##idi ##ng african - american residents who live in these communities .'
PRED SEQ:	 b'the people who will suffer the most as a result of these riots , are african - ab ##idi ##ng african - american residents who live in these communities .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.3728598, -0.12205661, -0.031180084, -0.11882882, -0.11515629, -0.35905504, -0.23349869, -0.27022734, -0.24495298, -0.28605074, -0.06241314, 0.008046418, -0.18321285, -0.34769768, -0.035011522, -0.07763958, 0.008124173, 0.072618365, 0.08507205, 0.023174118, 0.26727685, 0.002949521, -0.018540323, -0.0072984323, 0.121822625, -0.15030825, 0.16636375, 0.18515702, -0.16706558, -0.48613048]
GOLD TOK: 	 []
PRED TOK: 	 [['african']]
################################################################################
IN SEQ: 	 b'[ laughter ] hey , never saw anything like this $ 1 . 7 billion ( dollars ) .'
GOLD SEQ: 	 b'[ laughter ] hey , never saw anything like this $ 1 . 7 billion ( dollars ) .'
PRED SEQ:	 b'[ laughter ] hey , never saw anything like this $ 1 . 7 billion ( dollars ) .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.18115848, 0.1196769, 0.14577578, -0.037092373, 0.122265235, 0.19947433, 0.0072900355, -0.06557286, -0.04276654, -0.06282881, -0.03229397, -0.31205, -0.5062134, -0.5802712, -0.16972338, -0.15600064, -0.074324735, -0.20864478, -0.22036783]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'i always say trojan horse .'
GOLD SEQ: 	 b'i always say trojan horse .'
PRED SEQ:	 b'i always say trojan horse .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.5045558, -0.19784588, -0.25276226, -0.18564364, -0.106462896, -0.4425649]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"it ' s going to be a victory for you , the american people ."
GOLD SEQ: 	 b"it ' s going to be a victory for you , the american people ."
PRED SEQ:	 b"it ' s going to be a victory for you , the american people ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.3523821, 0.00016996264, -0.039260544, -0.31097168, -0.11516549, -0.3563969, -0.10814025, -0.23736088, -0.09440619, -0.007919788, -0.123934254, 0.070539266, -0.3008323, -0.33011892, -0.40196246]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'hillary clinton is the most successful person ever to seek the office of the presidency of the united states .'
GOLD SEQ: 	 b'hillary clinton is the most corrupt person ever to seek the office of the presidency of the united states .'
PRED SEQ:	 b'hillary clinton is the most successful person ever to seek the office of the presidency of the united states .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.2734526, -0.28279537, -0.18484852, -0.37054724, -0.32069492, -0.055322364, -0.079211816, 0.03933405, 0.12323283, 0.034266226, 0.21640258, 0.27200657, 0.2384922, 0.19712168, 0.12234782, 0.2831059, 0.030715942, 0.13907906, 0.13811359, -0.3457306]
GOLD TOK: 	 [['corrupt']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'the nation - state remains the foundation for happiness and harmony .'
GOLD SEQ: 	 b'the nation - state remains the true foundation for happiness and harmony .'
PRED SEQ:	 b'the nation is the foundation of happiness and harmony .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.17216125, -0.0842901, -0.1888398, -0.18431452, -0.26260176, -0.46478432, -0.37494764, -0.014836235, 0.025695711, 0.04070726, -0.11657016, -0.3036217]
GOLD TOK: 	 [['true']]
PRED TOK: 	 [['is'], ['of']]
################################################################################
IN SEQ: 	 b'[ film performance in back to mike pen ##ce .'
GOLD SEQ: 	 b'[ applause ] back to mike pen ##ce .'
PRED SEQ:	 b'[ film performance in back to mike pen ##ce .'
GOLD DIST: 	 [0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.077813506, 0.08847839, 0.05194865, 0.2505305, 0.054874286, 0.05094804, 0.13049246, -0.049922854, 0.15967941, -0.1373966]
GOLD TOK: 	 [['applause', ']']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'my opponent has called for a 550 % increase in syrian - - think of this .'
GOLD SEQ: 	 b'my opponent has called for a radical 550 % increase in syrian - - think of this .'
PRED SEQ:	 b'the opponent has called for a 550 % increase in syrian - - think of this .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.31275728, -0.32239494, -0.25510746, -0.2372525, 0.08194927, 0.052772224, -0.28877792, -0.12007947, 0.13163346, 0.307505, -0.002725646, 0.0006820932, -0.21406004, -0.313721, -0.2245907, -0.3189893, -0.6573465]
GOLD TOK: 	 [['radical']]
PRED TOK: 	 [['the']]
################################################################################
IN SEQ: 	 b"the democratic party has taken the votes of african americans for granted , and they ' ve done nothing in return ."
GOLD SEQ: 	 b"the democratic party has taken the votes of african americans totally for granted , and they ' ve done nothing in return ."
PRED SEQ:	 b"the democratic party has taken the votes of african americans for granted , and they ' ve done nothing in return ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.20258902, -0.022790324, -0.007260304, 0.1835732, 0.2286888, 0.23547143, -0.14630681, 0.2528895, 0.3124882, 0.10996083, 0.038779423, -0.042100772, -0.123388365, 0.21740305, 0.1700134, 0.10155463, 0.17303443, 0.013398066, -0.029019147, 0.08367992, -0.13938229, -0.2469345]
GOLD TOK: 	 [['totally']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'he said one thing about me .'
GOLD SEQ: 	 b'he said one nice thing about me .'
PRED SEQ:	 b'he said one of his thing about me .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.14860919, 0.20624024, 0.19605847, 0.269575, 0.21681692, 0.111294486, -0.24022396]
GOLD TOK: 	 [['nice']]
PRED TOK: 	 [['of', 'his']]
################################################################################
IN SEQ: 	 b'one order after another .'
GOLD SEQ: 	 b'one law ##less order after another .'
PRED SEQ:	 b'one order after another .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.6256402, -0.2921423, -0.26739448, -0.5525824, -0.640011]
GOLD TOK: 	 [['law', '##less']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"but this counter ##pro ##gram ##ming the democratic convention is different than what we ' ve seen in previous campaigns ."
GOLD SEQ: 	 b"but this aggressive counter ##pro ##gram ##ming the democratic convention is different than what we ' ve seen in previous campaigns ."
PRED SEQ:	 b"but this counter ##pro ##gram ##ming the democratic convention is different than what we ' ve seen in previous campaigns ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.32970834, -0.11331235, -0.036307357, 0.29191348, 0.08611134, 0.16632715, 0.22238073, -0.06573483, -0.11515348, 0.04309594, -0.03317143, 0.10930067, 0.022936553, 0.22657266, -0.38858053, 0.15051082, -0.054743633, 0.59430754, 0.19682762, -0.13979283, -0.50756663]
GOLD TOK: 	 [['aggressive']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'islamic terrorism has spread within shores .'
GOLD SEQ: 	 b'islamic terrorism has spread within our shores .'
PRED SEQ:	 b'islamic terrorism has spread within shores .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.11821902, 0.07811604, 0.26417077, 0.13391292, 0.10213304, 0.050828397, -0.18756211]
GOLD TOK: 	 [['our']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'this is not another 4 - year election .'
GOLD SEQ: 	 b'this is not simply another 4 - year election .'
PRED SEQ:	 b'this is not another 4 - year election .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.16582018, -0.07728075, -0.23442285, 0.014058948, 0.25950858, 0.25100407, -0.15152074, -0.13332993, -0.38411942]
GOLD TOK: 	 [['simply']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"you ' s claim to show ."
GOLD SEQ: 	 b'you watch .'
PRED SEQ:	 b"you ' s claim to show ."
GOLD DIST: 	 [0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]
PRED DIST: 	 [-0.32085633, 0.007270962, -0.065815076, -0.14223504, -0.0684866, -0.21918616, -0.40733385]
