################################################################################
IN SEQ: 	 b'to make life safe in america , we must also address the growing threats we face from outside the country : we are going to defeat the of isis , and we are going to defeat them fast .'
IN SEQ: 	 b'[ [ ] right here in this community , you have lost 1 in 7 manufacturing jobs since bill clinton put china into the world trade organization .'
GOLD SEQ: 	 b'[ boo ##ing ] right here in this community , you have lost 1 in 7 manufacturing jobs since bill clinton put china into the world trade organization .'
PRED SEQ:	 b'[ [ ] right here in this community , you have lost 1 in 7 manufacturing jobs since bill clinton put china into the world trade organization .'
GOLD DIST: 	 [0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.63501734, -0.7569492, -0.6322564, -0.7387691, -0.4807558, -0.34050617, -0.306487, -0.4744171, -0.52075815, -1.0026914, -1.0246949, -0.79386604, -0.5534272, -0.4482486, -0.37666303, -0.32796317, -0.73180604, -0.3808241, -0.71084213, -0.6968475, -0.37791926, -0.44200957, -0.26842836, -0.37135345, -0.43394664, -0.3127768, -0.42431122, -0.68602633]
GOLD TOK: 	 [['boo', '##ing']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'this is what i saw to african - americans , hispanic - americans , and all americans .'
GOLD SEQ: 	 b'this is what i promise to african - americans , hispanic - americans , and all americans .'
PRED SEQ:	 b'this is what i claimed to african - americans , hispanic - americans , and all americans .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.21656916, -0.39726943, -0.35776758, -0.2522385, -0.17369941, -0.19925508, -0.021172926, -0.24185781, -0.21498314, -0.11499222, -0.20370579, -0.3383244, -0.3133408, 0.015686166, -0.47219953, -0.18860997, -0.38269973, -0.32668626]
GOLD TOK: 	 [['promise']]
PRED TOK: 	 [['claimed']]
################################################################################
IN SEQ: 	 b'i say it all the time .'
GOLD SEQ: 	 b'i say it all the time .'
PRED SEQ:	 b'i say it all the time .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.45983303, -0.5719592, -0.5527178, -0.38290527, -0.32550442, -0.35150614, -0.4419598]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'you are voting to believe in your country .'
GOLD SEQ: 	 b'you are voting to believe in your country .'
PRED SEQ:	 b'you are voting to believe in your country .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.4840214, -0.5520519, -0.4130911, -0.50927645, -0.33987266, -0.25726566, -0.5075744, -0.31265628, -0.5471091]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"there ' s something nice about that ."
GOLD SEQ: 	 b"but there ' s something nice about that ."
PRED SEQ:	 b"there ' s something more than as the time , and the time ,"
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.34856915, -0.26846808, -0.3134421, -0.39747667, -0.4289948, -0.12879181, -0.2666842, -0.33044901]
GOLD TOK: 	 [['but']]
PRED TOK: 	 [['more', 'than', 'as', 'the', 'time', ',', 'and', 'the', 'time', ',']]
################################################################################
IN SEQ: 	 b"our campaign is about representing the great majority of americans republicans , democrats , independents , conservatives and liberals who read the newspaper , or turn on the tv , and don ' t hear anyone speaking for them ."
GOLD SEQ: 	 b"our campaign is about representing the great majority of americans republicans , democrats , independents , conservatives and liberals who read the newspaper , or turn on the tv , and don ' t hear anyone speaking for them ."
PRED SEQ:	 b"the current campaign is about representing the great majority of americans republicans , democrats , independents , conservatives and liberals who read the newspaper , or turn on the tv , and don ' t hear anyone speaking for them ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.13367084, -0.2426521, -0.101729974, -0.3364115, -0.2543168, -0.20500925, -0.13183841, -0.24295604, -0.3717388, -0.25358376, -0.36827445, 0.040991157, -0.6486083, -0.037559967, -0.5547448, -0.05964555, -0.58513683, -0.41740176, -0.4741161, -0.46738923, -0.15945409, -0.19909216, -0.18217978, -0.23430285, -0.5095997, -0.44857037, -0.26074407, -0.29786366, -0.09299961, 0.04935637, -0.5621775, -0.7412763, 0.07346141, -0.69115055, -0.6591208, -0.538164, -0.39589456, -0.37748364, -0.39763755, -0.23430094]
GOLD TOK: 	 []
PRED TOK: 	 [['the', 'current']]
################################################################################
IN SEQ: 	 b'its emptied out michigan , its emptied out new england .'
GOLD SEQ: 	 b'its emptied out michigan , its emptied out new england .'
PRED SEQ:	 b'its united states emptied out michigan , its emptied out new england .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.3111863, -0.14729609, -0.10876334, -0.1907703, 0.05075662, -0.13991675, 0.028550696, -0.08243686, -0.26186857, -0.13106248, -0.31544632]
GOLD TOK: 	 []
PRED TOK: 	 [['united', 'states']]
################################################################################
IN SEQ: 	 b"[ applause ] while this is really a meeting and that ' s what it is , it ' s a meeting of very , very special people and i appreciate you all here ."
GOLD SEQ: 	 b"[ applause ] while this is really a meeting and that ' s what it is , it ' s a meeting of very , very special people and i appreciate you all being here ."
PRED SEQ:	 b"[ applause ] while this is really a meeting and that ' s what it is , it ' s a meeting of very , very special people and i appreciate you all here ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.2060668, -0.45079026, -0.3613419, -0.27285042, -0.13697821, -0.18804514, -0.39739883, -0.10146266, -0.11224494, -0.3151417, -0.19747245, 0.20406786, -0.31929374, -0.24438973, 0.01935748, -0.16885692, -0.074750766, -0.06708928, -0.07085545, 0.08192274, 0.02104228, -0.0067092776, -0.22181657, -0.22594756, 0.17712767, -0.2541312, -0.06260759, -0.23557852, -0.2932688, -0.09312548, -0.21547878, -0.117443115, -0.16515344, -0.17569122, -0.30944854]
GOLD TOK: 	 [['being']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"that ' s just political - speak for a new tax on coal and shale production a tax on american consumers ."
GOLD SEQ: 	 b"that ' s just political - speak for a massive new tax on coal and shale production a tax on american consumers ."
PRED SEQ:	 b"that ' s political - speak for a new tax on coal and shale production a tax on american consumers ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.16525574, -0.14033544, -0.15249513, -0.33175975, -0.110305965, -0.3294238, -0.26736245, -0.44390643, -0.48101687, -0.5108179, -0.47106308, -0.20046403, -0.32861024, -0.45680928, -0.34464538, -0.57680017, -0.34343478, -0.3942754, -0.10975398, -0.30545163, -0.46295923, -0.20398027]
GOLD TOK: 	 [['massive']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'the disdain that hillary clinton expressed towards millions of americans di ##s ##qual ##ifies her from public service .'
GOLD SEQ: 	 b'the disdain that hillary clinton expressed towards millions of decent americans di ##s ##qual ##ifies her from public service .'
PRED SEQ:	 b'the disdain that hillary clinton expressed towards millions of americans di ##s ##qual ##ifies her from public service .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.5745301, -0.5446502, -0.5366703, -0.4173822, -0.46206892, -0.38224125, -0.19607231, -0.2728042, -0.489555, -0.34555924, -0.20034945, -0.2757295, -0.35683724, -0.18161488, -0.22790688, -0.187989, -0.36263615, -0.31338045, -0.5590943]
GOLD TOK: 	 [['decent']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'no , it appears 26 days before the election .'
GOLD SEQ: 	 b'no , it only appears 26 days before the election .'
PRED SEQ:	 b'no , it is said 26 days before the election .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.7506329, -0.62767947, -0.6740061, -0.3605401, -0.5192218, -0.48680645, -0.38821298, -0.47712532, -0.45640534, -0.7749666]
GOLD TOK: 	 [['only']]
PRED TOK: 	 [['is', 'said']]
################################################################################
IN SEQ: 	 b'[ applause ] and this is our chance to break free from the failures of the past and to create a new american future .'
GOLD SEQ: 	 b'[ applause ] and this is our chance to break free from the bitter failures of the past and to create a new american future .'
PRED SEQ:	 b'[ applause ] and this is our chance to break free from the failures of the past and to create a new american future .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.567513, -0.640324, -0.612907, -0.58953166, -0.24325135, -0.16121247, -0.4797533, -0.29156008, -0.4020599, -0.36907452, -0.46546242, -0.6315202, -0.16030118, -0.2866268, -0.36517745, -0.20314416, -0.42397863, -0.548579, -0.40541404, -0.40379483, -0.4753533, -0.46955955, -0.3447209, -0.42237684, -0.6220081]
GOLD TOK: 	 [['bitter']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"i speak to border guards and they tell us what we ' re getting ."
GOLD SEQ: 	 b"but i speak to border guards and they tell us what we ' re getting ."
PRED SEQ:	 b"i speak to border guards and they tell us what we ' re getting ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.38031483, -0.5175288, -0.5509551, -0.33920795, -0.48753417, -0.47080603, -0.39854828, -0.37155536, -0.54526263, -0.47647023, -0.5651004, -0.4220611, -0.35398766, -0.5437014, -0.40716285]
GOLD TOK: 	 [['but']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"i ' m going to fight for every worker who deserves a raise , and for every community whose jobs and dreams have been ripped out and shipped to other countries ."
GOLD SEQ: 	 b"i ' m going to fight for every worker who deserves a raise , and for every community whose jobs and dreams have been ripped out and shipped to other countries ."
PRED SEQ:	 b"i ' m going to fight for every worker who deserves a raise , and for every community whose jobs and dreams have been removed out and shipped to other countries ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.27793312, 3.5390258e-05, 0.054396182, -0.15559182, 0.03158976, 0.0035065338, -0.3583452, 0.07151745, -0.103499465, -0.13287379, -0.11870487, -0.20112966, -0.24322411, 0.14172897, -0.31923544, -0.38146725, -0.027213268, -0.011293825, 0.1479945, -0.19810474, -0.3444457, -0.25340402, -0.16889596, 0.032705672, -0.10344751, -0.19541046, -0.2932142, -0.062447935, -0.14490272, -0.17021419, -0.2765144, -0.48756105]
GOLD TOK: 	 []
PRED TOK: 	 [['removed']]
################################################################################
IN SEQ: 	 b'we have a temperament .'
GOLD SEQ: 	 b'we have a winning temperament .'
PRED SEQ:	 b'we have a temperament .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.54673725, -0.57719487, -0.459964, -0.43342164, -0.5559441]
GOLD TOK: 	 [['winning']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"[ film s he ' s a good man ."
GOLD SEQ: 	 b"[ applause ] he ' s a good man ."
PRED SEQ:	 b"[ film s he ' s he ' s a good man ."
GOLD DIST: 	 [0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.27935624, -0.14708859, -0.33427948, -0.28734696, 0.048489764, 0.06492504, -0.27914318, -0.2780063, -0.26958796, -0.51961863]
GOLD TOK: 	 [['applause', ']']]
PRED TOK: 	 [['s', 'he', "'"]]
################################################################################
IN SEQ: 	 b'and reporters criticized the clinton ##s with praise .'
GOLD SEQ: 	 b'and reporters sm ##oth ##ering the clinton ##s with praise .'
PRED SEQ:	 b'and reporters criticized the clinton ##s with their .'
GOLD DIST: 	 [0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.34689865, -0.39802632, -0.35614944, -0.35286605, -0.35369706, -0.6234406, -0.32370567, -0.360039, -0.37749687]
GOLD TOK: 	 [['sm', '##oth', '##ering']]
PRED TOK: 	 [['their']]
################################################################################
IN SEQ: 	 b'a lot of it in small donations and raised $ 82 million in july .'
GOLD SEQ: 	 b'a lot of it in small donations and we raised $ 82 million in july .'
PRED SEQ:	 b'a lot of it in donations and raised $ 82 million in july .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.13607411, -0.26337647, -0.38415027, -0.23554038, 0.084340654, -0.25040728, -0.17095587, -0.31511503, -0.2376414, -0.24743524, 0.071883895, -0.29347146, -0.051105574, -0.41139907, -0.15693292]
GOLD TOK: 	 [['we']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'allows americans to de ##du ##ct child ##care and elder care from their taxes , inc ##ent employers to provide on - site child ##care services , and you see that with a couple of companies and it is such a great thing to see and creates tax - free dependent care savings accounts for both young and elderly dependent ##s , with matching contributions for low - income families .'
GOLD SEQ: 	 b'allows americans to de ##du ##ct child ##care and elder care from their taxes , inc ##ent ##iv ##izes employers to provide on - site child ##care services , and you see that with a couple of companies and it is such a great thing to see and creates tax - free dependent care savings accounts for both young and elderly dependent ##s , with matching contributions for low - income families .'
PRED SEQ:	 b'is intended to de ##du ##ct child ##care and elder care from their taxes , inc ##ent employers to provide on - site child ##care services , and you see that with a couple of companies and it is such a great thing to see and creates tax - free dependent care savings accounts for both young and elderly dependent ##s , with matching contributions for low - income families .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.51389813, -0.64273727, -0.4496069, -0.50891143, -0.40866607, -0.44157723, -0.38277894, -0.41623983, -0.56027216, -0.43197054, -0.5389478, -0.5785176, -0.48725984, -0.5560447, -0.23942688, -0.68709433, -0.77209854, -0.56504536, -0.40581238, -0.50444114, -0.18042064, -0.40024224, -0.22374183, -0.5734712, -0.49338412, -0.7581954, 0.080536306, -0.30852863, -0.41775036, -0.28334016, 0.004049979, 0.031141046, 0.070053875, -0.018497057, -0.21125954, -0.18240541, -0.21429366, -0.19028324, -0.0004376024, 0.050740965, -0.09349385, -0.12531534, -0.09956198, -0.0324843, -0.1916216, -0.35439253, -0.26887825, -0.6204022, -0.5199599, -0.58055013, -0.66448927, -0.7928282, -0.4918834, -0.37343338, -0.48649812, -0.47524965, -0.4800797, -0.56218886, -0.4776966, -0.5848883, -0.6882452, -0.1792495, -0.47856912, -0.56009686, -0.602105, -0.4797085, -0.5478394, -0.44992742, -0.17455009, -0.55369323, -0.57734036]
GOLD TOK: 	 [['##iv', '##izes']]
PRED TOK: 	 [['is', 'intended']]
################################################################################
IN SEQ: 	 b'there is no more important job than a teacher , and teachers will benefit greatly from these reforms .'
GOLD SEQ: 	 b'there is no more important job than a teacher , and teachers will benefit greatly from these reforms .'
PRED SEQ:	 b'there is no more important job than a teacher , and teachers will benefit greatly from these reforms .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.5393895, -0.67479587, -0.69074845, -0.5888966, -0.4984951, -0.57146287, -0.4315353, -0.2674725, -0.43465158, -0.2224209, -0.4388876, -0.5016357, -0.5123882, -0.6313429, -0.7250407, -0.7210464, -0.5652251, -0.819732, -0.47320083]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'the people who will suffer the most as a result of these riots , are law - ab ##idi ##ng african - american residents who live in these communities .'
GOLD SEQ: 	 b'the people who will suffer the most as a result of these riots , are law - ab ##idi ##ng african - american residents who live in these communities .'
PRED SEQ:	 b'the people who will suffer the most as a result of these riots , are african - ab ##idi ##ng african - american residents who live in these communities .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.53624034, -0.91517925, -0.808928, -0.7322762, -0.66119975, -0.7473568, -0.8535595, -0.71839815, -0.7865215, -0.81908655, -0.898175, -0.6737102, -0.68834126, -0.40244412, -0.7076684, -0.7081742, -0.6219689, -0.65121937, -0.55517983, -0.7781549, -0.74788165, -0.9220307, -0.7418761, -0.74606204, -0.6649691, -0.45801166, -0.4853438, -0.423474, -0.8190105, -0.59426314]
GOLD TOK: 	 []
PRED TOK: 	 [['african']]
################################################################################
IN SEQ: 	 b'[ laughter ] hey , never saw anything like this $ 1 . 7 billion ( dollars ) .'
GOLD SEQ: 	 b'[ laughter ] hey , never saw anything like this $ 1 . 7 billion ( dollars ) .'
PRED SEQ:	 b'[ laughter ] hey , never saw anything like this $ 1 . 7 billion ( dollars ) .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.43375823, -0.47190303, -0.5564424, -0.3876809, -0.27368468, -0.23842089, -0.26403916, -0.017722204, -0.07593961, -0.20759463, -0.20685476, -0.3075342, -0.12589015, -0.3862331, -0.18017349, -0.490391, -0.52390224, -0.35210094, -0.4131966]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'i always say trojan horse .'
GOLD SEQ: 	 b'i always say trojan horse .'
PRED SEQ:	 b'i always say trojan horse .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.34869242, -0.37455332, -0.46645495, -0.4677338, -0.46065363, -0.4227286]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"it ' s going to be a victory for you , the american people ."
GOLD SEQ: 	 b"it ' s going to be a victory for you , the american people ."
PRED SEQ:	 b"it ' s going to be a victory for you , the american people ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.19689146, -0.12583894, 0.1096957, -0.23698466, -0.03398682, -0.1365515, -0.09352857, -0.34034717, -0.41242978, -0.51753795, -0.4402666, -0.40498853, -0.12588477, -0.4024377, -0.08374183]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'hillary clinton is the most successful person ever to seek the office of the presidency of the united states .'
GOLD SEQ: 	 b'hillary clinton is the most corrupt person ever to seek the office of the presidency of the united states .'
PRED SEQ:	 b'hillary clinton is the most successful person ever to seek the office of the presidency of the united states .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.6064654, -0.51263815, -0.5294533, -0.49911335, -0.4823441, -0.3912491, -0.31514245, -0.311224, -0.24310848, -0.3314835, -0.24067241, -0.21684633, -0.39277217, -0.22663023, -0.21507919, -0.44078618, -0.31578517, -0.470997, -0.50926644, -0.5360104]
GOLD TOK: 	 [['corrupt']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'the nation - state remains the foundation for happiness and harmony .'
GOLD SEQ: 	 b'the nation - state remains the true foundation for happiness and harmony .'
PRED SEQ:	 b'the nation is the foundation of happiness and harmony .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.20443234, -0.32132512, -0.23997709, -0.4394138, -0.24897355, -0.26496363, -0.47113395, -0.5310942, -0.20096463, -0.38390535, -0.21349362, -0.22775185]
GOLD TOK: 	 [['true']]
PRED TOK: 	 [['is'], ['of']]
################################################################################
IN SEQ: 	 b'[ film performance in back to mike pen ##ce .'
GOLD SEQ: 	 b'[ applause ] back to mike pen ##ce .'
PRED SEQ:	 b'[ film performance in back to mike pen ##ce .'
GOLD DIST: 	 [0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.43398148, -0.41865987, -0.36429176, -0.11075917, -0.04641462, -0.13782564, -0.017335214, -0.06138435, -0.15159869, -0.35852048]
GOLD TOK: 	 [['applause', ']']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'my opponent has called for a 550 % increase in syrian - - think of this .'
GOLD SEQ: 	 b'my opponent has called for a radical 550 % increase in syrian - - think of this .'
PRED SEQ:	 b'the opponent has called for a 550 % increase in syrian - - think of this .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.5474863, -0.6180978, -0.56372017, -0.6465187, -0.9431157, -0.78278697, -0.6970484, -0.64837146, -0.44791055, -0.33436954, -0.5107864, -0.48283595, -0.5518308, -0.7651398, -0.7854775, -0.5898732, -0.7271356]
GOLD TOK: 	 [['radical']]
PRED TOK: 	 [['the']]
################################################################################
IN SEQ: 	 b"the democratic party has taken the votes of african americans for granted , and they ' ve done nothing in return ."
GOLD SEQ: 	 b"the democratic party has taken the votes of african americans totally for granted , and they ' ve done nothing in return ."
PRED SEQ:	 b"the democratic party has taken the votes of african americans for granted , and they ' ve done nothing in return ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.3274853, -0.31494454, -0.37571758, -0.3695597, -0.14789453, -0.2898492, -0.5685512, -0.6148004, -0.48309255, -0.5937251, -0.43582666, -0.38031703, -0.09092884, -0.52763665, -0.4230646, -0.11120531, -0.50868183, -0.46111688, -0.4338981, -0.21338469, -0.43184137, -0.36587983]
GOLD TOK: 	 [['totally']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'he said one thing about me .'
GOLD SEQ: 	 b'he said one nice thing about me .'
PRED SEQ:	 b'he said one of his thing about me .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.28753075, -0.2858577, -0.3833422, -0.2437197, -0.09224503, -0.25533894, -0.3921021]
GOLD TOK: 	 [['nice']]
PRED TOK: 	 [['of', 'his']]
################################################################################
IN SEQ: 	 b'one order after another .'
GOLD SEQ: 	 b'one law ##less order after another .'
PRED SEQ:	 b'one order after another .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.41069177, -0.37597194, -0.3218305, -0.36538386, -0.45494914]
GOLD TOK: 	 [['law', '##less']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"but this counter ##pro ##gram ##ming the democratic convention is different than what we ' ve seen in previous campaigns ."
GOLD SEQ: 	 b"but this aggressive counter ##pro ##gram ##ming the democratic convention is different than what we ' ve seen in previous campaigns ."
PRED SEQ:	 b"but this counter ##pro ##gram ##ming the democratic convention is different than what we ' ve seen in previous campaigns ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.4652552, -0.70694655, -0.24169454, -0.33927774, -0.32168892, -0.32511178, -0.32545087, -0.23954132, -0.19885609, -0.44676414, -0.5676715, -0.24600476, -0.3247359, -0.5885631, -0.022624329, -0.43226546, -0.34951678, -0.036476366, -0.32558426, -0.48929903, -0.5517317]
GOLD TOK: 	 [['aggressive']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'islamic terrorism has spread within shores .'
GOLD SEQ: 	 b'islamic terrorism has spread within our shores .'
PRED SEQ:	 b'islamic terrorism has spread within shores .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.39791015, -0.3551627, -0.20654377, -0.13903143, -0.16871887, -0.39482105, -0.38289782]
GOLD TOK: 	 [['our']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'this is not another 4 - year election .'
GOLD SEQ: 	 b'this is not simply another 4 - year election .'
PRED SEQ:	 b'this is not another 4 - year election .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.386039, -0.5000275, -0.57690525, -0.4047659, -0.29940838, -0.369736, -0.27494144, -0.3432104, -0.39570367]
GOLD TOK: 	 [['simply']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"you ' s claim to show ."
GOLD SEQ: 	 b'you watch .'
PRED SEQ:	 b"you ' s claim to show ."
GOLD DIST: 	 [0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]
PRED DIST: 	 [-0.46873048, -0.1860314, -0.172947, -0.25911507, -0.12622443, -0.20528224, -0.3480151]
GOLD TOK: 	 [['watch']]
PRED TOK: 	 []
################################################################################
